Lease,Time (Days),Choke Size,Gas Volume (MMscf),Oil Volume (stb),Water Volume  (stb),Gas Lift Inj Volume  (MMscf),Casing Pressure  (psi(a)),Tubing Pressure  (psi(a)),Active Pressure  (psi(a)),Line Pressure  (psi(a)),Pressure Source ,Calculated Sandface Pressure  (psi(a))
EAGLE,42.0,,0.322,907.265,226.712,,32.9142857142857,1642.79279279279,1642.79279279279,14.695943,Tubing Pressure,4308.70842237128
EAGLE,43.0,,0.325,913.516,201.707,,33.7371428571429,1634.05405405405,1634.05405405405,14.695943,Tubing Pressure,4283.98590560824
EAGLE,44.0,,0.324,930.603,220.044,,34.56,1625.31531531532,1625.31531531532,14.695943,Tubing Pressure,4285.44875165162
EAGLE,45.0,,0.322,894.346,210.042,,35.3828571428571,1616.57657657658,1616.57657657658,14.695943,Tubing Pressure,4273.10230910617
EAGLE,46.0,,0.32,910.182,240.048,,36.2057142857143,1607.83783783784,1607.83783783784,14.695943,Tubing Pressure,4281.61142333369
EAGLE,47.0,,0.318,886.844,211.709,,37.0285714285714,1599.0990990991,1599.0990990991,14.695943,Tubing Pressure,4257.26371278328
EAGLE,48.0,,0.317,857.672,260.052,,37.8514285714286,1590.36036036036,1590.36036036036,14.695943,Tubing Pressure,4281.18056675881
EAGLE,49.0,,0.315,908.932,220.044,,38.6742857142857,1581.62162162162,1581.62162162162,14.695943,Tubing Pressure,4243.33980032758
EAGLE,50.0,,0.313,874.342,176.702,,39.4971428571429,1572.88288288288,1572.88288288288,14.695943,Tubing Pressure,4209.27077326865
EAGLE,51.0,,0.31,898.513,171.701,,40.32,1564.14414414414,1564.14414414414,14.695943,Tubing Pressure,4195.7644243049
EAGLE,52.0,,0.308,878.509,183.37,,41.1428571428571,1555.40540540541,1555.40540540541,14.695943,Tubing Pressure,4195.99439955199
EAGLE,53.0,,0.307,857.672,186.704,,41.9657142857143,1546.66666666667,1546.66666666667,14.695943,Tubing Pressure,4190.99571215845
EAGLE,54.0,,0.303,881.843,191.705,,42.7885714285714,1537.92792792793,1537.92792792793,14.695943,Tubing Pressure,4183.81799585726
EAGLE,55.0,,0.3,847.253,198.373,,43.6114285714286,1529.18918918919,1529.18918918919,14.695943,Tubing Pressure,4182.17702756929
EAGLE,56.0,,0.298,801.827,220.044,,44.4342857142857,1520.45045045045,1520.45045045045,14.695943,Tubing Pressure,4192.27036708193
EAGLE,57.0,,0.298,825.165,205.041,,45.2571428571429,1511.71171171171,1511.71171171171,14.695943,Tubing Pressure,4171.20649574517
EAGLE,58.0,,0.298,856.838,181.703,,46.08,1502.97297297297,1502.97297297297,14.695943,Tubing Pressure,4144.26189432994
EAGLE,59.0,,0.294,851.004,183.37,,46.9028571428571,1494.23423423423,1494.23423423423,14.695943,Tubing Pressure,4137.13958825833
EAGLE,60.0,,0.292,827.666,175.035,,47.7257142857143,1485.4954954955,1485.4954954955,14.695943,Tubing Pressure,4124.6059709614
EAGLE,61.0,,0.294,833.5,165.033,,48.5485714285714,1476.75675675676,1476.75675675676,14.695943,Tubing Pressure,4108.54633932804
EAGLE,62.0,,0.288,776.405,205.041,,49.3714285714286,1468.01801801802,1468.01801801802,14.695943,Tubing Pressure,4132.93614148729
EAGLE,63.0,,0.286,799.327,175.035,,50.1942857142857,1459.27927927928,1459.27927927928,14.695943,Tubing Pressure,4101.00403669363
EAGLE,64.0,,0.286,800.16,170.034,,51.0171428571429,1450.54054054054,1450.54054054054,14.695943,Tubing Pressure,4088.72973799577
EAGLE,65.0,,0.285,810.996,183.37,,51.84,1441.8018018018,1441.8018018018,14.695943,Tubing Pressure,4088.4730967638
EAGLE,66.0,,0.283,811.829,160.032,,52.6628571428571,1433.06306306306,1433.06306306306,14.695943,Tubing Pressure,4063.35123227362
EAGLE,67.0,,0.281,804.328,136.694,,53.4857142857143,1424.32432432432,1424.32432432432,14.695943,Tubing Pressure,4038.23145855598
EAGLE,68.0,,0.279,780.573,140.028,,54.3085714285714,1415.58558558559,1415.58558558559,14.695943,Tubing Pressure,4033.75133898279
EAGLE,69.0,,0.277,828.082,136.694,,55.1314285714286,1406.84684684685,1406.84684684685,14.695943,Tubing Pressure,4019.50740545569
EAGLE,70.0,,0.278,808.912,133.36,,55.9542857142857,1398.10810810811,1398.10810810811,14.695943,Tubing Pressure,4009.56703830718
EAGLE,71.0,,0.277,783.073,148.363,,56.7771428571429,1389.36936936937,1389.36936936937,14.695943,Tubing Pressure,4013.91955279272
EAGLE,72.0,,0.275,788.491,161.699,,57.6,1380.63063063063,1380.63063063063,14.695943,Tubing Pressure,4014.64751385601
EAGLE,73.0,,0.273,774.322,150.03,,58.4228571428571,1371.89189189189,1371.89189189189,14.695943,Tubing Pressure,3998.63662769933
EAGLE,74.0,,0.272,740.565,113.356,,59.2457142857143,1363.15315315315,1363.15315315315,14.695943,Tubing Pressure,3963.97773772946
EAGLE,75.0,,0.27,729.729,191.705,,60.0685714285714,1354.41441441441,1354.41441441441,14.695943,Tubing Pressure,4016.8199335864
EAGLE,76.0,,0.268,778.906,195.039,,60.8914285714286,1345.67567567568,1345.67567567568,14.695943,Tubing Pressure,4004.80606629806
EAGLE,77.0,,0.266,738.064,125.025,,61.7142857142857,1336.93693693694,1336.93693693694,14.695943,Tubing Pressure,3947.81100156627
EAGLE,78.0,,0.264,743.065,136.694,,62.537142857142896,1328.1981981982,1328.1981981982,14.695943,Tubing Pressure,3948.06056609488
EAGLE,79.0,,0.262,698.056,173.368,,63.36,1319.45945945946,1319.45945945946,14.695943,Tubing Pressure,3972.78509005312
EAGLE,80.0,,0.262,719.311,165.033,,64.1828571428571,1310.72072072072,1310.72072072072,14.695943,Tubing Pressure,3955.19760754254
EAGLE,81.0,,0.259,726.812,131.693,,65.0057142857143,1301.98198198198,1301.98198198198,14.695943,Tubing Pressure,3919.75249701661
EAGLE,82.0,,0.259,743.482,125.025,,65.8285714285714,1293.24324324324,1293.24324324324,14.695943,Tubing Pressure,3904.47086290464
EAGLE,83.0,,0.257,763.486,131.693,,66.6514285714286,1284.5045045045,1284.5045045045,14.695943,Tubing Pressure,3899.62298874081
EAGLE,84.0,,0.254,754.734,125.025,,67.4742857142857,1275.76576576577,1275.76576576577,14.695943,Tubing Pressure,3886.49040754716
EAGLE,85.0,,0.253,728.896,128.359,,68.2971428571429,1267.02702702703,1267.02702702703,14.695943,Tubing Pressure,3882.61629986571
EAGLE,86.0,,0.251,695.139,128.359,,69.12,1258.28828828829,1258.28828828829,14.695943,Tubing Pressure,3877.13616764697
EAGLE,87.0,,0.249,727.229,120.024,,69.9428571428571,1249.54954954955,1249.54954954955,14.695943,Tubing Pressure,3858.8904519586
EAGLE,88.0,,0.248,710.976,130.026,,70.7657142857143,1240.81081081081,1240.81081081081,14.695943,Tubing Pressure,3859.89031747618
EAGLE,89.0,,0.246,689.305,133.36,,71.5885714285714,1232.07207207207,1232.07207207207,14.695943,Tubing Pressure,3856.21730127918
EAGLE,90.0,,0.244,649.713,155.031,,72.4114285714286,1223.33333333333,1223.33333333333,14.695943,Tubing Pressure,3870.45773491734
EAGLE,91.0,,0.243,708.475,130.026,,73.2342857142857,1214.59459459459,1214.59459459459,14.695943,Tubing Pressure,3834.49552929152
EAGLE,92.0,,0.242,713.476,125.025,,74.0571428571428,1205.85585585586,1205.85585585586,14.695943,Tubing Pressure,3821.4189323426
EAGLE,93.0,,0.24,694.306,123.358,,74.88,1197.11711711712,1197.11711711712,14.695943,Tubing Pressure,3813.25245818793
EAGLE,94.0,,0.238,687.638,120.024,,75.7028571428571,1188.37837837838,1188.37837837838,14.695943,Tubing Pressure,3802.54726313828
EAGLE,95.0,,0.237,673.885,108.355,,76.5257142857143,1179.63963963964,1179.63963963964,14.695943,Tubing Pressure,3785.22490730951
EAGLE,96.0,,0.234,668.467,93.352,,77.3485714285714,1170.9009009009,1170.9009009009,14.695943,Tubing Pressure,3763.77047368672
EAGLE,97.0,,0.234,642.212,121.691,,78.1714285714286,1162.16216216216,1162.16216216216,14.695943,Tubing Pressure,3783.18889783051
EAGLE,98.0,,0.233,651.38,130.026,,78.9942857142857,1153.42342342342,1153.42342342342,14.695943,Tubing Pressure,3780.88797523993
EAGLE,99.0,,0.232,643.045,116.69,,79.8171428571429,1144.68468468468,1144.68468468468,14.695943,Tubing Pressure,3761.63774508227
EAGLE,100.0,,0.215,627.209,108.355,,80.64,1135.94594594595,1135.94594594595,14.695943,Tubing Pressure,3747.31862223541
EAGLE,101.0,,0.227,633.043,108.355,,81.4628571428571,1127.20720720721,1127.20720720721,14.695943,Tubing Pressure,3738.19478126167
EAGLE,102.0,,0.235,647.213,111.689,,82.2857142857143,1118.46846846847,1118.46846846847,14.695943,Tubing Pressure,3731.2378230982
EAGLE,103.0,,0.232,654.714,108.355,,83.1085714285714,1109.72972972973,1109.72972972973,14.695943,Tubing Pressure,3719.01779144957
EAGLE,104.0,,0.231,649.297,125.025,,83.9314285714286,1100.99099099099,1100.99099099099,14.695943,Tubing Pressure,3725.82376681707
EAGLE,105.0,,0.23,659.715,131.693,,84.7542857142857,1092.25225225225,1092.25225225225,14.695943,Tubing Pressure,3721.87820749843
EAGLE,106.0,,0.228,636.377,120.024,,85.5771428571429,1083.51351351351,1083.51351351351,14.695943,Tubing Pressure,3705.96005417644
EAGLE,107.0,,0.227,649.297,110.022,,86.4,1074.77477477477,1074.77477477477,14.695943,Tubing Pressure,3687.15148935375
EAGLE,108.0,,0.225,643.462,105.021,,87.2228571428571,1066.03603603604,1066.03603603604,14.695943,Tubing Pressure,3674.7564379203
EAGLE,109.0,,0.224,641.378,98.353,,88.0457142857143,1057.2972972973,1057.2972972973,14.695943,Tubing Pressure,3660.38673910353
EAGLE,110.0,,0.221,647.63,106.688,,88.8685714285714,1048.55855855856,1048.55855855856,14.695943,Tubing Pressure,3658.9457262132
EAGLE,111.0,,0.218,643.045,115.023,,89.6914285714286,1039.81981981982,1039.81981981982,14.695943,Tubing Pressure,3658.44327460588
EAGLE,112.0,,0.217,625.125,111.689,,90.5142857142857,1031.08108108108,1031.08108108108,14.695943,Tubing Pressure,3648.97250339994
EAGLE,113.0,,0.216,625.542,113.356,,91.3371428571429,1022.34234234234,1022.34234234234,14.695943,Tubing Pressure,3642.00437288514
EAGLE,114.0,,0.215,616.79,101.687,,92.16,1013.6036036036,1013.6036036036,14.695943,Tubing Pressure,3623.72379470156
EAGLE,115.0,,0.213,613.039,101.687,,92.9828571428571,1004.86486486486,1004.86486486486,14.695943,Tubing Pressure,3615.69589739491
EAGLE,116.0,,0.209,610.539,98.353,,93.8057142857143,996.126126126126,996.126126126126,14.695943,Tubing Pressure,3604.36776530834
EAGLE,117.0,,0.208,595.953,91.685,,94.6285714285714,987.387387387387,987.387387387387,14.695943,Tubing Pressure,3591.01871301172
EAGLE,118.0,,0.209,605.955,101.687,,95.4514285714286,978.648648648649,978.648648648649,14.695943,Tubing Pressure,3591.2067797104
EAGLE,119.0,,0.207,575.115,100.02,,96.2742857142857,969.90990990991,969.90990990991,14.695943,Tubing Pressure,3584.84235182731
EAGLE,120.0,,0.206,570.114,118.357,,97.0971428571429,961.171171171171,961.171171171171,14.695943,Tubing Pressure,3595.0225611722
EAGLE,121.0,,0.205,585.534,111.689,,97.92,952.432432432432,952.432432432432,14.695943,Tubing Pressure,3578.02327809868
EAGLE,122.0,,0.202,603.871,105.021,,98.7428571428571,943.693693693694,943.693693693694,14.695943,Tubing Pressure,3560.97475796591
EAGLE,123.0,,0.201,590.952,98.353,,99.5657142857143,934.954954954955,934.954954954955,14.695943,Tubing Pressure,3547.66692341836
EAGLE,124.0,,0.201,599.286,103.354,,100.388571428571,926.216216216216,926.216216216216,14.695943,Tubing Pressure,3543.12978688042
EAGLE,125.0,,0.204429,590.118,105.497,,101.211428571429,917.477477477477,917.477477477477,14.695943,Tubing Pressure,3537.89792820132
EAGLE,126.0,,0.204429,590.118,105.497,,102.034285714286,908.738738738739,908.738738738739,14.695943,Tubing Pressure,3529.51008288419
EAGLE,127.0,,0.204429,590.118,105.497,,102.857142857143,900,900,14.695943,Tubing Pressure,3521.12639131324
EAGLE,128.0,,0.204429,590.118,105.497,,103.68,900,900,14.695943,Tubing Pressure,3521.12639131324
EAGLE,129.0,,0.211,566.816,90,,104.502857142857,900,900,14.695943,Tubing Pressure,3508.41154058606
EAGLE,130.0,,0.21,564.101,100,,105.325714285714,890,890,14.695943,Tubing Pressure,3509.16982556977
EAGLE,131.0,,0.21,531.795,92,,106.148571428571,890,890,14.695943,Tubing Pressure,3503.18165832451
EAGLE,132.0,,0.21,594.368,90,,106.971428571429,890,890,14.695943,Tubing Pressure,3495.97134811241
EAGLE,133.0,,0.209,556.562,90,,107.794285714286,890,890,14.695943,Tubing Pressure,3499.75050773998
EAGLE,134.0,,0.209,489.609,90,,108.617142857143,880,880,14.695943,Tubing Pressure,3491.15086659188
EAGLE,135.0,,0.208,535.498,105,,109.44,880,880,14.695943,Tubing Pressure,3507.13761099428
EAGLE,136.0,,0.206,533.189,83,,110.262857142857,870,870,14.695943,Tubing Pressure,3474.43580657544
EAGLE,137.0,,0.203,550.062,90,,111.085714285714,870,870,14.695943,Tubing Pressure,3481.45261968891
EAGLE,138.0,,0.203,557.634,93,,111.908571428571,870,870,14.695943,Tubing Pressure,3483.8607800521
EAGLE,139.0,,0.203,536.977,89,,112.731428571429,870,870,14.695943,Tubing Pressure,3481.37334193539
EAGLE,140.0,,0.192,510.51,83,,113.554285714286,870,870,14.695943,Tubing Pressure,3478.61523188719
EAGLE,141.0,,0.192,533.747,83,,114.377142857143,850,850,14.695943,Tubing Pressure,3457.13702341602
EAGLE,142.0,,0.191,543.208,110,,115.2,850,850,14.695943,Tubing Pressure,3484.22663492558
EAGLE,143.0,,0.191,531.427,8.2,,116.022857142857,840,840,14.695943,Tubing Pressure,3358.14056251059
EAGLE,144.0,,0.183,544.478,84,,116.845714285714,840,840,14.695943,Tubing Pressure,3447.58919707245
EAGLE,145.0,,0.125,479.342,75,,117.668571428571,840,840,14.695943,Tubing Pressure,3446.15854948062
EAGLE,146.0,,0.182,624.093,75,,118.491428571429,840,840,14.695943,Tubing Pressure,3430.82507524993
EAGLE,147.0,,0.188,517.723,78,,119.314285714286,840,840,14.695943,Tubing Pressure,3443.69427468902
EAGLE,148.0,,0.187,531.23,100,,120.137142857143,840,840,14.695943,Tubing Pressure,3466.21723709891
EAGLE,149.0,,0.186,489.44,120,,120.96,840,840,14.695943,Tubing Pressure,3492.48930598104
EAGLE,150.0,,0.186,496.465,100,,121.782857142857,830,830,14.695943,Tubing Pressure,3460.30913440832
EAGLE,151.0,,0.186,511.071,87,,122.605714285714,830,830,14.695943,Tubing Pressure,3444.80087655624
EAGLE,152.0,,0.185,521.861,0,,123.428571428571,830,830,14.695943,Tubing Pressure,3337.51819622944
EAGLE,153.0,,0.184,518.021,97,,124.251428571429,830,830,14.695943,Tubing Pressure,3455.28936731403
EAGLE,154.0,,0.182,506.22,97,,125.074285714286,830,830,14.695943,Tubing Pressure,3456.92252946429
EAGLE,155.0,,0.187,499.963,107,,125.897142857143,830,830,14.695943,Tubing Pressure,3467.36229907154
EAGLE,156.0,,0.186,484.03,90,,126.72,830,830,14.695943,Tubing Pressure,3449.77304534664
EAGLE,157.0,,0.185,497.079,90,,127.542857142857,830,830,14.695943,Tubing Pressure,3449.40458021305
EAGLE,158.0,,0.184,476.147,97,,128.365714285714,820,820,14.695943,Tubing Pressure,3448.71123650091
EAGLE,159.0,,0,481.408,80,,129.188571428571,820,820,14.695943,Tubing Pressure,3432.69612882848
EAGLE,160.0,,0.173,464.166,77,,130.011428571429,820,820,14.695943,Tubing Pressure,3429.4768029535
EAGLE,161.0,,0.171,460.949,78,,130.834285714286,820,820,14.695943,Tubing Pressure,3431.48435008314
EAGLE,162.0,,0.171,465.629,78,,131.657142857143,810,810,14.695943,Tubing Pressure,3421.25687489687
EAGLE,163.0,,0.176,469.954,82,,132.48,810,810,14.695943,Tubing Pressure,3424.28505356006
EAGLE,164.0,,0.179,473.501,70,,133.302857142857,800,800,14.695943,Tubing Pressure,3398.41156953711
EAGLE,165.0,,0.18,480.299,108,,134.125714285714,790,790,14.695943,Tubing Pressure,3432.00612956358
EAGLE,166.0,,0.179,512.412,92,,134.948571428571,790,790,14.695943,Tubing Pressure,3412.20717720226
EAGLE,167.0,,0.18,465.865,57,,135.771428571429,790,790,14.695943,Tubing Pressure,3370.89432013247
EAGLE,168.0,,0.181,503.306,87,,136.594285714286,790,790,14.695943,Tubing Pressure,3406.96685369676
EAGLE,169.0,,0.181,484.238,90,,137.417142857143,780,780,14.695943,Tubing Pressure,3401.05074603586
EAGLE,170.0,,0.181,492.57,84,,138.24,780,780,14.695943,Tubing Pressure,3394.00080435831
EAGLE,171.0,,0.181,483.737,78,,139.062857142857,770,770,14.695943,Tubing Pressure,3376.84173427033
EAGLE,172.0,,0.181,525.14,94,,139.885714285714,750,750,14.695943,Tubing Pressure,3373.68959555908
EAGLE,173.0,,0.181,442.208,82,,140.708571428571,750,750,14.695943,Tubing Pressure,3357.25897757565
EAGLE,174.0,,0.18,445.85,68,,141.531428571429,750,750,14.695943,Tubing Pressure,3340.55117608305
EAGLE,175.0,,0.219,608.38,110,,142.354285714286,720,720,14.695943,Tubing Pressure,3345.61209921951
EAGLE,176.0,,0.219,547.247,110,,143.177142857143,690,690,14.695943,Tubing Pressure,3308.03980907665
EAGLE,177.0,,0.214,554.136,95,,144,680,680,14.695943,Tubing Pressure,3286.58812063903
EAGLE,178.0,,0.21,537.569,93,,144.822857142857,670,670,14.695943,Tubing Pressure,3273.75559353031
EAGLE,179.0,,0.208,538.698,103,,145.645714285714,670,670,14.695943,Tubing Pressure,3286.21311926159
EAGLE,180.0,,0.206,552.398,108,,146.468571428571,660,660,14.695943,Tubing Pressure,3283.83276147358
EAGLE,181.0,,0.201,503.732,100,,147.291428571429,660,660,14.695943,Tubing Pressure,3271.62114381468
EAGLE,182.0,,0.2,515.587,102,,148.114285714286,640,640,14.695943,Tubing Pressure,3254.63610389187
EAGLE,183.0,,0.199,509.466,100,,148.937142857143,640,640,14.695943,Tubing Pressure,3252.15150584438
EAGLE,184.0,,0.248,634.244,150,,149.76,600,600,14.695943,Tubing Pressure,3234.04059027482
EAGLE,185.0,,0.264,661.001,150,,150.582857142857,580,580,14.695943,Tubing Pressure,3201.56226239035
EAGLE,186.0,,0.256,660.99,142,,151.405714285714,560,560,14.695943,Tubing Pressure,3178.39515205228
EAGLE,187.0,,0.247,630.888,145,,152.228571428571,550,550,14.695943,Tubing Pressure,3170.03092632359
EAGLE,188.0,,0.241,565.844,137,,153.051428571429,550,550,14.695943,Tubing Pressure,3147.76050956604
EAGLE,189.0,,0.237,582.987,150,,153.874285714286,540,540,14.695943,Tubing Pressure,3159.3267580477
EAGLE,190.0,,0.232,617.488,135,,154.697142857143,540,540,14.695943,Tubing Pressure,3161.76561532647
EAGLE,191.0,,0.229,562.093,147,,155.52,530,530,14.695943,Tubing Pressure,3147.17477914403
EAGLE,192.0,,0.226,577.037,140,,156.342857142857,530,530,14.695943,Tubing Pressure,3149.59243721268
EAGLE,193.0,,0.222,545.025,140,,157.165714285714,520,520,14.695943,Tubing Pressure,3131.02574019547
EAGLE,194.0,,0.219,544.728,140,,157.988571428571,520,520,14.695943,Tubing Pressure,3135.31754129424
EAGLE,195.0,,0.217,546.839,160,,158.811428571429,500,500,14.695943,Tubing Pressure,3132.87500377428
EAGLE,196.0,,0.215,520.127,145,,159.634285714286,480,480,14.695943,Tubing Pressure,3084.43925689757
EAGLE,197.0,,0.212,536.933,140,,160.457142857143,460,460,14.695943,Tubing Pressure,3064.89526982032
EAGLE,198.0,,0.21,540.087,152,,161.28,460,460,14.695943,Tubing Pressure,3081.3503047463
EAGLE,199.0,,0.208,503.725,145,,162.102857142857,460,460,14.695943,Tubing Pressure,3062.33558028303
EAGLE,200.0,,0.206,521.68,143,,162.925714285714,450,450,14.695943,Tubing Pressure,3058.23431441812
EAGLE,201.0,,0.205,515.735,147,,163.748571428571,450,450,14.695943,Tubing Pressure,3061.51263766045
EAGLE,202.0,,0.204,497.183,143,,164.571428571429,450,450,14.695943,Tubing Pressure,3050.84337339004
EAGLE,203.0,,0.202,510.901,148,,165.394285714286,440,440,14.695943,Tubing Pressure,3052.33216544425
EAGLE,204.0,,0.201,507.905,160,,166.217142857143,440,440,14.695943,Tubing Pressure,3065.03171538962
EAGLE,205.0,,0.199,498.182,132,,167.04,440,440,14.695943,Tubing Pressure,3035.03418204041
EAGLE,206.0,,0.172,487.393,143,,167.862857142857,440,440,14.695943,Tubing Pressure,3089.58834252921
EAGLE,207.0,,0.198,491.334,147,,168.685714285714,440,440,14.695943,Tubing Pressure,3049.82083138746
EAGLE,208.0,,0,488.501,0,,169.508571428571,440,440,14.695943,Tubing Pressure,2970.89939565508
EAGLE,209.0,,0.197,489.154,138,,170.331428571429,440,440,14.695943,Tubing Pressure,3040.99005946472
EAGLE,210.0,,0.195,464.252,132,,171.154285714286,440,440,14.695943,Tubing Pressure,3025.75978620984
EAGLE,211.0,,0.192,486.388,148,,171.977142857143,440,440,14.695943,Tubing Pressure,3059.61067730237
EAGLE,212.0,,0.189,500.046,135,,172.8,440,440,14.695943,Tubing Pressure,3056.84807275341
EAGLE,213.0,,0.19,484.866,120,,173.622857142857,440,440,14.695943,Tubing Pressure,3031.92288790087
EAGLE,214.0,,0.189,488.919,135,,174.445714285714,420,420,14.695943,Tubing Pressure,3025.59605500369
EAGLE,215.0,,0.188,483.764,130,,175.268571428571,420,420,14.695943,Tubing Pressure,3019.61404263032
EAGLE,216.0,,0.19,443.1,112,,176.091428571429,420,420,14.695943,Tubing Pressure,2972.1247747024
EAGLE,217.0,,0.19,474.36,127,,176.914285714286,420,420,14.695943,Tubing Pressure,3007.78410701389
EAGLE,218.0,,0.189,446.689,125,,177.737142857143,420,420,14.695943,Tubing Pressure,2992.45729756344
EAGLE,219.0,,0.174,455.96,130,,178.56,420,420,14.695943,Tubing Pressure,3033.78316846917
EAGLE,220.0,,0.187,507.001,127,,179.382857142857,420,420,14.695943,Tubing Pressure,3028.50434311636
EAGLE,221.0,,0.185,457.92,120,,180.205714285714,420,420,14.695943,Tubing Pressure,3001.08211841259
EAGLE,222.0,,0.184,448.821,120,,181.028571428571,420,420,14.695943,Tubing Pressure,2998.19156334864
