Company=GREAT BEAR PETROLEUM
Well=GB_ALCOR_#1
Field=WILDCAT
County=NORTH SLOPE
State=ALASKA
Country=NORTH SLOPE
Dip Summary From 4550.80 to 4575.80 Metres
Dip Confidence :
   E=Excellent(dip quality=1), G=Good(dip quality=2)
F=Fair(dip quality=3), P=Poor(dip quality=4 or 5)
Depth,Class,True Mag,True Azi,Quality,Caliper,Conf,DipType,Gamma Ray,Devi,Hazi
5329.7729,BED,    3.53,   41.00,1,8.73,E,Bed Boundary,73.68,0.35,207.05
5329.9683,BED,    2.37,   41.00,1,8.72,E,Bed Boundary,75.55,0.35,206.95
5330.1094,BED,    2.37,   41.00,1,8.72,E,Bed Boundary,77.11,0.35,206.96
5330.2720,BED,    2.37,   41.00,1,8.72,E,Bed Boundary,76.64,0.35,207.04
5330.4019,BED,    1.16,   41.00,1,8.73,E,Bed Boundary,75.29,0.35,207.11
5330.6626,BED,    1.21,   39.20,2,8.74,G,Bed Boundary,76.08,0.35,207.29
5331.4326,BED,    1.21,   39.20,2,8.75,G,Bed Boundary,80.16,0.35,207.14
5331.8013,BED,    1.16,   39.20,2,8.76,G,Bed Boundary,78.22,0.35,207.05
5332.2134,BED,    1.16,   41.00,2,8.76,G,Bed Boundary,74.68,0.35,207.03
5332.4629,BED,    3.53,   41.00,2,8.74,G,Bed Boundary,73.44,0.35,207.12
5332.6362,BED,    4.68,   41.00,2,8.75,G,Bed Boundary,71.77,0.35,207.25
5332.7988,BED,    1.16,   41.00,2,8.75,G,Bed Boundary,72.28,0.36,207.32
5333.1353,BED,    1.16,   24.80,2,8.74,G,Bed Boundary,73.29,0.36,207.11
5333.7319,BED,    1.21,   24.80,2,8.74,G,Bed Boundary,74.06,0.36,206.81
5334.0464,BED,    2.38,   26.60,1,8.70,E,Bed Boundary,72.78,0.36,206.75
5334.6318,BED,    2.34,   15.80,1,8.61,E,Bed Boundary,74.17,0.36,207.15
5335.0981,BED,    2.34,   21.20,1,8.63,E,Bed Boundary,76.47,0.36,206.93
5335.3369,BED,    1.17,   32.00,1,8.66,E,Bed Boundary,77.87,0.37,206.96
5335.5864,BED,    3.54,   30.20,1,8.69,E,Bed Boundary,77.25,0.37,206.82
5335.8687,BED,    1.22,   15.80,1,8.68,E,Bed Boundary,76.16,0.37,206.61
5336.1069,BED,    2.34,   32.00,1,8.65,E,Bed Boundary,76.16,0.37,206.46
5336.4106,BED,    2.33,   32.00,1,8.65,E,Bed Boundary,76.57,0.37,206.29
5336.6274,BED,    1.16,   32.00,1,8.68,E,Bed Boundary,78.36,0.37,206.15
5336.7905,BED,    1.22,   32.00,1,8.68,E,Bed Boundary,80.64,0.37,205.99
5337.0073,BED,    1.16,   32.00,1,8.68,E,Bed Boundary,81.59,0.37,205.82
5337.1919,BED,    2.38,   35.60,1,8.69,E,Bed Boundary,81.10,0.37,205.76
5337.3110,BED,    2.38,   35.60,1,8.68,E,Bed Boundary,81.05,0.37,205.73
5337.6040,BED,    2.38,   26.60,1,8.67,E,Bed Boundary,79.73,0.37,205.63
5337.8418,BED,    1.22,   19.40,1,8.67,E,Bed Boundary,78.16,0.37,205.57
5338.0161,BED,    2.38,   24.80,1,8.67,E,Bed Boundary,77.19,0.37,205.58
5338.2109,BED,    3.49,   39.20,1,8.69,E,Bed Boundary,78.15,0.37,205.64
5338.3521,BED,    1.16,   32.00,1,8.69,E,Bed Boundary,78.95,0.37,205.73
5338.5146,BED,    2.33,   39.20,1,8.69,E,Bed Boundary,79.65,0.38,205.79
5338.6660,BED,    1.17,   23.00,1,8.68,E,Bed Boundary,80.14,0.38,205.79
5339.0239,BED,    2.38,   21.20,1,8.67,E,Bed Boundary,82.37,0.38,205.82
5339.1982,BED,    2.38,   26.60,1,8.68,E,Bed Boundary,82.16,0.38,205.85
5339.5020,BED,    2.38,   30.20,1,8.68,E,Bed Boundary,79.23,0.38,205.88
5339.7837,BED,    3.49,   30.20,1,8.69,E,Bed Boundary,75.85,0.38,205.77
5339.9683,BED,    3.54,   30.20,1,8.69,E,Bed Boundary,73.70,0.38,205.66
5340.2720,BED,    1.16,   26.60,1,8.70,E,Bed Boundary,72.55,0.38,205.58
5340.5322,BED,    2.33,   30.20,1,8.70,E,Bed Boundary,73.22,0.38,205.51
5340.7925,BED,    2.33,   28.40,1,8.69,E,Bed Boundary,76.79,0.38,205.48
5341.0313,BED,    2.38,   28.40,1,8.68,E,Bed Boundary,78.68,0.38,205.38
5341.4106,BED,    2.33,   24.80,1,8.69,E,Bed Boundary,81.93,0.38,205.03
5341.7144,BED,    2.32,   21.20,1,8.70,E,Bed Boundary,83.18,0.39,204.87
5342.0400,BED,    2.38,   21.20,1,8.71,E,Bed Boundary,85.58,0.39,204.94
5342.2568,BED,    1.17,   21.20,1,8.68,E,Bed Boundary,83.01,0.39,204.95
5342.5928,BED,    2.33,   24.80,1,8.66,E,Bed Boundary,76.47,0.39,204.98
5342.7988,BED,    1.16,   24.80,1,8.69,E,Bed Boundary,72.83,0.39,205.00
5342.9834,BED,    3.56,   24.80,1,8.63,E,Bed Boundary,68.37,0.39,205.04
5347.0400,BED,    3.57,   26.60,1,8.58,E,Bed Boundary,31.57,0.40,205.53
5347.5498,BED,    3.58,   28.40,1,8.56,E,Bed Boundary,30.39,0.40,205.66
5347.9292,BED,    5.90,   23.00,1,8.59,E,Bed Boundary,30.18,0.40,205.56
5348.1460,BED,    3.51,   17.60,1,8.60,E,Bed Boundary,30.90,0.40,205.44
5348.5801,BED,    7.11,   10.40,1,8.58,E,Bed Boundary,36.32,0.40,204.94
5348.9380,BED,    7.11,    1.40,1,8.58,E,Bed Boundary,41.71,0.40,204.73
5349.0679,BED,    5.90,    1.40,1,8.59,E,Bed Boundary,43.84,0.40,204.79
5349.2090,BED,    9.41,   10.40,1,8.59,E,Bed Boundary,46.11,0.40,204.89
5349.3936,BED,    5.90,   14.00,1,8.58,E,Bed Boundary,49.33,0.40,204.96
5349.6104,BED,    5.91,   24.80,1,8.57,E,Bed Boundary,52.81,0.40,205.08
5349.8706,BED,    7.06,  357.80,1,8.58,E,Bed Boundary,56.90,0.40,205.23
5350.1743,BED,   10.55,    6.80,1,8.58,E,Bed Boundary,61.83,0.40,205.37
5350.2827,BED,    8.20,    1.40,1,8.60,E,Bed Boundary,64.44,0.40,205.39
5350.4995,BED,    3.51,  352.40,1,8.62,E,Bed Boundary,70.05,0.40,205.36
5350.9229,BED,    3.56,   10.40,1,8.63,E,Bed Boundary,80.40,0.40,205.16
5351.0747,BED,    3.56,  357.80,1,8.61,E,Bed Boundary,81.93,0.40,205.14
5351.4106,BED,    8.19,   12.20,1,8.61,E,Bed Boundary,85.34,0.40,205.10
5351.7578,BED,    5.88,  359.60,1,8.64,E,Bed Boundary,85.71,0.40,205.11
5351.9424,BED,    7.08,    5.00,1,8.65,E,Bed Boundary,83.97,0.40,205.18
5352.1157,BED,    5.87,  359.60,1,8.66,E,Bed Boundary,84.22,0.40,205.08
5352.5063,BED,    1.22,   26.60,1,8.63,E,Bed Boundary,84.59,0.40,204.66
5352.7559,BED,    1.22,   26.60,1,8.64,E,Bed Boundary,84.38,0.40,204.53
5352.9727,BED,    3.55,   24.80,1,8.65,E,Bed Boundary,84.36,0.40,204.66
5353.2222,BED,    1.22,   15.80,1,8.69,E,Bed Boundary,82.53,0.40,204.70
5355.3696,BED,    2.38,   19.40,1,8.71,E,Bed Boundary,82.03,0.40,204.86
5355.7598,BED,    3.47,   55.40,1,8.74,E,Bed Boundary,80.65,0.40,205.02
5355.9985,BED,    2.31,   51.80,1,8.76,E,Bed Boundary,83.50,0.40,204.94
5356.4756,BED,    2.31,   42.80,1,8.76,E,Bed Boundary,90.26,0.40,204.72
5356.8882,BED,    2.38,   42.80,1,8.70,E,Bed Boundary,89.48,0.40,204.77
5357.1372,BED,    2.32,   46.40,1,8.71,E,Bed Boundary,86.25,0.40,204.83
5357.3325,BED,    3.49,   46.40,1,8.70,E,Bed Boundary,83.53,0.40,204.82
5357.5605,BED,    2.38,   46.40,1,8.68,E,Bed Boundary,81.07,0.40,204.81
5357.8857,BED,    3.54,   46.40,1,8.68,E,Bed Boundary,81.87,0.40,204.81
5358.1025,BED,    4.64,   46.40,1,8.70,E,Bed Boundary,83.90,0.40,204.70
5358.7969,BED,    2.33,   35.60,1,8.69,E,Bed Boundary,82.43,0.40,204.27
5358.9814,BED,    1.22,   75.20,1,8.67,E,Bed Boundary,81.21,0.40,204.08
5359.2959,BED,    3.54,   78.80,1,8.68,E,Bed Boundary,79.42,0.40,204.01
5359.5127,BED,    2.33,   77.00,1,8.67,E,Bed Boundary,75.77,0.40,204.08
5359.9248,BED,    2.33,   66.20,1,8.68,E,Bed Boundary,77.95,0.40,204.17
5360.1636,BED,    2.38,   75.20,1,8.67,E,Bed Boundary,80.03,0.40,204.19
5360.6191,BED,    2.38,   80.60,1,8.68,E,Bed Boundary,86.11,0.40,204.30
5360.9336,BED,    2.38,   75.20,1,8.68,E,Bed Boundary,84.42,0.40,204.32
5361.1504,BED,    2.33,   75.20,1,8.67,E,Bed Boundary,82.85,0.40,204.32
5361.5518,BED,    2.33,   71.60,1,8.67,E,Bed Boundary,82.12,0.41,204.40
5361.7363,BED,    2.39,   68.00,1,8.66,E,Bed Boundary,83.58,0.40,204.46
5361.9531,BED,    3.55,   64.40,1,8.65,E,Bed Boundary,85.76,0.41,204.52
5362.2349,BED,    2.33,   60.80,1,8.66,E,Bed Boundary,86.81,0.41,204.45
5362.4629,BED,    1.17,   51.80,1,8.67,E,Bed Boundary,85.93,0.41,204.30
5362.7666,BED,    1.17,   44.60,1,8.67,E,Bed Boundary,83.88,0.41,204.19
5363.1567,BED,    3.50,   44.60,1,8.65,E,Bed Boundary,83.47,0.40,203.87
5363.5474,BED,    1.17,   44.60,1,8.66,E,Bed Boundary,85.39,0.41,203.54
5364.2524,BED,    1.17,   42.80,3,8.62,F,Bed Boundary,85.63,0.41,202.94
5364.9897,BED,    0.00,   21.20,3,8.66,F,Bed Boundary,85.91,0.40,202.45
5365.2827,BED,    1.17,   44.60,3,8.67,F,Bed Boundary,85.94,0.40,202.50
5365.7925,BED,    1.17,   28.40,3,8.66,F,Bed Boundary,86.32,0.40,202.40
5366.6494,BED,    1.17,   57.20,1,8.63,E,Bed Boundary,81.60,0.40,202.22
5366.9097,BED,    1.17,   37.40,1,8.64,E,Bed Boundary,84.31,0.40,202.08
5367.5171,BED,    1.17,   33.80,1,8.68,E,Bed Boundary,87.22,0.39,201.89
5367.7559,BED,    1.22,   33.80,1,8.69,E,Bed Boundary,87.84,0.39,201.86
5368.0703,BED,    1.16,   33.80,1,8.69,E,Bed Boundary,88.11,0.39,201.88
5368.2329,BED,    1.16,   33.80,1,8.69,E,Bed Boundary,87.87,0.39,201.83
5368.5693,BED,    2.39,   50.00,1,8.65,E,Bed Boundary,83.93,0.39,202.10
5368.8618,BED,    2.34,   50.00,1,8.63,E,Bed Boundary,79.01,0.39,202.44
5369.0898,BED,    2.39,   51.80,1,8.61,E,Bed Boundary,74.66,0.39,202.70
5369.3501,BED,    2.40,   64.40,1,8.59,E,Bed Boundary,69.72,0.39,202.67
5370.8901,BED,    7.03,   89.60,1,8.63,E,Bed Boundary,57.93,0.39,201.75
5371.3130,BED,    5.88,   91.40,1,8.63,E,Bed Boundary,61.92,0.39,201.62
5371.5303,BED,    3.55,   89.60,1,8.65,E,Bed Boundary,64.88,0.39,201.58
5371.8120,BED,    4.71,   89.60,1,8.65,E,Bed Boundary,67.25,0.39,201.55
5372.1050,BED,    4.71,   82.40,1,8.66,E,Bed Boundary,68.67,0.39,201.65
5372.3433,BED,    4.66,   75.20,1,8.66,E,Bed Boundary,69.32,0.38,201.66
5372.7124,BED,    2.39,   73.40,1,8.63,E,Bed Boundary,72.22,0.38,201.73
5372.8965,BED,    3.51,   73.40,1,8.62,E,Bed Boundary,73.96,0.38,201.77
5373.3086,BED,    4.66,   73.40,1,8.66,E,Bed Boundary,76.18,0.38,201.98
5373.5259,BED,    4.72,   73.40,1,8.64,E,Bed Boundary,76.42,0.38,202.14
5373.8076,BED,    2.35,   44.60,1,8.59,E,Bed Boundary,76.79,0.38,202.23
5374.1440,BED,    1.17,   51.80,1,8.58,E,Bed Boundary,78.25,0.38,202.21
5374.4370,BED,    1.23,   60.80,1,8.60,E,Bed Boundary,77.36,0.38,202.05
5374.6318,BED,    1.17,   59.00,1,8.63,E,Bed Boundary,76.88,0.38,202.01
5374.8379,BED,    2.34,   59.00,1,8.62,E,Bed Boundary,75.46,0.38,202.03
5375.6514,BED,    1.17,   33.80,1,8.58,E,Bed Boundary,71.56,0.38,202.13
5375.8145,BED,    1.23,   39.20,1,8.58,E,Bed Boundary,70.35,0.38,202.15
5376.3999,BED,    1.18,   37.40,1,8.56,E,Bed Boundary,61.70,0.38,202.05
5376.6929,BED,    1.17,   35.60,1,8.60,E,Bed Boundary,63.28,0.38,202.12
5376.9746,BED,    2.34,   33.80,1,8.60,E,Bed Boundary,66.12,0.38,202.06
5377.9727,BED,    1.17,   24.80,1,8.57,E,Bed Boundary,53.06,0.38,201.51
5378.6992,BED,    2.34,   19.40,1,8.63,E,Bed Boundary,46.40,0.38,201.42
5379.5669,BED,    2.33,  352.40,1,8.66,E,Bed Boundary,53.95,0.38,201.26
5379.8379,BED,    5.86,  359.60,1,8.67,E,Bed Boundary,53.54,0.38,201.18
5380.1958,BED,    3.50,  341.60,1,8.63,E,Bed Boundary,50.44,0.38,201.03
5380.3477,BED,    2.34,  350.60,1,8.63,E,Bed Boundary,49.87,0.38,200.98
5380.7275,BED,    2.39,    6.80,1,8.63,E,Bed Boundary,49.00,0.38,200.76
5381.2266,BED,    1.17,  145.40,1,8.64,E,Bed Boundary,48.10,0.38,200.66
5382.0181,BED,    1.17,  163.40,1,8.61,E,Bed Boundary,47.11,0.38,199.89
5382.5278,BED,    2.39,  168.80,1,8.63,E,Bed Boundary,46.50,0.38,199.88
5382.7666,BED,    2.34,  159.80,1,8.63,E,Bed Boundary,48.13,0.38,199.89
5383.0596,BED,    2.34,  158.00,1,8.62,E,Bed Boundary,51.08,0.38,199.80
5383.3413,BED,    2.34,  158.00,1,8.59,E,Bed Boundary,53.86,0.38,199.77
5383.8945,BED,    1.17,  165.20,1,8.61,E,Bed Boundary,55.85,0.38,199.82
5384.2959,BED,    2.34,  174.20,1,8.62,E,Bed Boundary,57.58,0.38,199.79
5384.6211,BED,    1.17,  170.60,1,8.63,E,Bed Boundary,57.66,0.38,199.82
5384.9033,BED,    2.34,  176.00,1,8.62,E,Bed Boundary,57.56,0.38,199.82
5389.7837,BED,    2.33,   53.60,1,8.65,E,Bed Boundary,51.94,0.38,198.53
5390.0659,BED,    2.38,   33.80,1,8.67,E,Bed Boundary,54.77,0.38,198.48
5390.4673,BED,    1.17,  152.60,1,8.66,E,Bed Boundary,55.64,0.38,198.35
5391.9746,BED,    2.33,   32.00,1,8.67,E,Bed Boundary,51.33,0.37,197.95
5392.3218,BED,    1.16,   35.60,1,8.68,E,Bed Boundary,50.97,0.37,197.81
5392.6040,BED,    2.39,   35.60,1,8.64,E,Bed Boundary,51.27,0.37,197.74
5392.8101,BED,    2.39,   35.60,1,8.64,E,Bed Boundary,50.80,0.37,197.66
5395.6626,BED,    5.94,   44.60,1,8.62,E,Bed Boundary,77.82,0.38,197.48
5396.0313,BED,    4.71,   48.20,1,8.67,E,Bed Boundary,83.47,0.37,197.71
5396.2373,BED,    4.70,   53.60,1,8.68,E,Bed Boundary,86.51,0.37,197.81
5396.7471,BED,    3.54,   57.20,1,8.68,E,Bed Boundary,89.71,0.38,197.81
5397.1265,BED,    1.17,   57.20,1,8.67,E,Bed Boundary,90.71,0.38,197.70
5397.4087,BED,    2.38,   57.20,1,8.67,E,Bed Boundary,89.23,0.38,197.70
5397.7339,BED,    3.54,   37.40,1,8.68,E,Bed Boundary,83.22,0.38,197.79
5397.9292,BED,    2.33,   37.40,1,8.69,E,Bed Boundary,78.97,0.38,197.99
5398.1895,BED,    7.01,   15.80,1,8.67,E,Bed Boundary,72.54,0.38,198.09
5398.3740,BED,    7.07,   26.60,1,8.67,E,Bed Boundary,69.17,0.38,198.06
5399.1440,BED,   12.83,    5.00,1,8.61,E,Erosional Surface,74.13,0.38,198.40
5399.4155,BED,    7.09,  102.20,2,8.63,G,Sedimentary Dips,81.05,0.37,198.51
5399.5674,BED,    8.23,   91.40,2,8.64,G,Sedimentary Dips,84.54,0.38,198.52
5399.7192,BED,    4.71,   28.40,2,8.66,G,Sedimentary Dips,89.34,0.38,198.51
5400.4561,BED,    4.65,   50.00,1,8.67,E,Bed Boundary,92.51,0.38,198.55
5400.6626,BED,    3.55,   59.00,1,8.66,E,Bed Boundary,88.54,0.38,198.57
5400.8794,BED,    3.55,   71.60,1,8.65,E,Bed Boundary,85.12,0.38,198.58
5401.0854,BED,    4.71,   71.60,1,8.66,E,Bed Boundary,85.23,0.38,198.62
5401.4106,BED,    3.50,   68.00,1,8.66,E,Bed Boundary,86.08,0.38,198.71
5401.6377,BED,    3.55,   37.40,1,8.64,E,Bed Boundary,85.17,0.39,198.88
5401.9087,BED,    2.33,   44.60,1,8.65,E,Bed Boundary,86.05,0.39,199.16
5402.3545,BED,    7.09,   68.00,1,8.63,E,Bed Boundary,88.57,0.38,199.26
5402.5063,BED,    4.72,   68.00,1,8.63,E,Bed Boundary,90.64,0.38,199.27
5402.7446,BED,    7.03,   68.00,1,8.64,E,Bed Boundary,95.28,0.38,199.13
5402.9292,BED,    4.71,   69.80,1,8.65,E,Bed Boundary,98.55,0.38,199.01
5403.9487,BED,    7.01,   78.80,1,8.67,E,Bed Boundary,94.67,0.38,198.61
5404.3281,BED,    4.66,   78.80,1,8.66,E,Bed Boundary,90.42,0.38,198.72
5404.4912,BED,    7.07,   78.80,1,8.66,E,Bed Boundary,90.64,0.38,198.77
5404.9463,BED,    5.87,   82.40,1,8.65,E,Bed Boundary,86.69,0.38,198.58
5405.1309,BED,    7.02,   77.00,1,8.67,E,Bed Boundary,83.90,0.38,198.61
5405.5864,BED,    5.87,   93.20,1,8.65,E,Bed Boundary,81.24,0.38,198.78
5405.7275,BED,    7.02,   86.00,1,8.65,E,Bed Boundary,81.02,0.39,198.76
5406.1611,BED,    4.70,   77.00,1,8.67,E,Bed Boundary,81.60,0.38,198.64
5406.3237,BED,    5.87,   84.20,1,8.65,E,Bed Boundary,82.23,0.38,198.46
5406.4868,BED,    3.56,   84.20,1,8.64,E,Bed Boundary,82.50,0.38,198.15
5406.6060,BED,    5.88,   84.20,1,8.63,E,Bed Boundary,83.26,0.38,198.10
5406.8120,BED,    4.72,   80.60,1,8.63,E,Bed Boundary,84.53,0.38,198.07
5406.9746,BED,    4.72,   80.60,1,8.62,E,Bed Boundary,86.30,0.38,198.08
5407.1807,BED,    7.04,   80.60,1,8.62,E,Bed Boundary,87.29,0.38,197.98
5407.3652,BED,    4.72,   80.60,1,8.62,E,Bed Boundary,87.47,0.38,197.95
5407.6470,BED,    5.88,   80.60,1,8.64,E,Bed Boundary,87.73,0.38,197.96
5407.7773,BED,    7.04,   82.40,1,8.62,E,Bed Boundary,88.44,0.38,197.96
5408.7207,BED,    9.32,  107.60,1,8.64,E,Sedimentary Dips,94.09,0.39,197.95
5408.9053,BED,    9.37,  107.60,1,8.64,E,Sedimentary Dips,91.25,0.39,198.05
5409.1875,BED,    9.38,  105.80,1,8.62,E,Sedimentary Dips,79.01,0.39,198.17
5409.5884,BED,    9.36,  105.80,1,8.58,E,Sedimentary Dips,61.28,0.39,197.95
5409.9033,BED,   10.58,   98.60,1,8.55,E,Sedimentary Dips,46.50,0.39,197.92
5410.1416,BED,   11.72,  107.60,1,8.54,E,Sedimentary Dips,45.21,0.38,197.87
5410.3154,BED,   10.58,  107.60,1,8.54,E,Sedimentary Dips,43.70,0.38,197.86
5410.6406,BED,   12.82,  107.60,1,8.57,E,Sedimentary Dips,44.11,0.38,197.95
5410.9116,BED,   11.71,  104.00,1,8.55,E,Sedimentary Dips,45.14,0.38,197.93
5411.0313,BED,   14.00,  105.80,1,8.55,E,Sedimentary Dips,44.42,0.38,197.96
5411.2153,BED,    8.23,  109.40,1,8.55,E,Sedimentary Dips,43.72,0.38,198.08
5411.8447,BED,    8.26,  118.40,1,8.59,E,Soft Sediment Deformation,38.50,0.38,198.18
5412.1372,BED,    3.52,  109.40,1,8.57,E,Soft Sediment Deformation,35.70,0.38,198.15
5412.3652,BED,    3.57,  109.40,1,8.58,E,Soft Sediment Deformation,33.69,0.38,198.05
5413.4707,BED,    8.22,    6.80,1,8.58,E,Soft Sediment Deformation,32.50,0.38,198.16
5413.7637,BED,    9.42,    8.60,1,8.58,E,Soft Sediment Deformation,33.49,0.38,197.94
5414.4253,BED,    2.35,  158.00,1,8.56,E,Soft Sediment Deformation,30.46,0.38,197.71
5416.0313,BED,    2.41,   10.40,1,8.55,E,Bed Boundary,22.86,0.38,197.31
5416.3237,BED,    1.18,   14.00,1,8.53,E,Bed Boundary,21.71,0.38,197.38
5416.5190,BED,    1.18,   15.80,1,8.54,E,Bed Boundary,21.41,0.38,197.31
5416.9854,BED,    1.18,   15.80,1,8.55,E,Bed Boundary,21.58,0.38,197.30
5417.4951,BED,    4.70,   28.40,1,8.54,E,Bed Boundary,23.25,0.38,197.36
5417.9185,BED,    3.57,   30.20,1,8.58,E,Bed Boundary,25.45,0.38,197.18
5418.3628,BED,    1.17,   33.80,1,8.58,E,Bed Boundary,26.35,0.38,197.19
5418.8296,BED,    2.39,   35.60,1,8.62,E,Bed Boundary,24.85,0.37,196.68
5419.3936,BED,    3.57,  330.80,1,8.60,E,Bed Boundary,23.69,0.38,196.30
5420.4673,BED,    2.35,  154.40,1,8.58,E,Bed Boundary,29.81,0.38,196.32
5420.8032,BED,    3.57,  152.60,1,8.58,E,Bed Boundary,30.84,0.38,196.49
5421.1611,BED,    4.74,  154.40,1,8.57,E,Bed Boundary,29.70,0.37,196.63
5421.8120,BED,    3.57,   62.60,1,8.59,E,Bed Boundary,27.09,0.37,196.61
5421.9966,BED,    1.22,   62.60,1,8.61,E,Bed Boundary,27.08,0.38,196.50
5422.2134,BED,    1.17,   59.00,1,8.65,E,Bed Boundary,27.98,0.38,196.34
5422.5498,BED,    1.22,   51.80,1,8.67,E,Bed Boundary,29.15,0.38,196.19
5422.9941,BED,    1.17,   50.00,1,8.65,E,Bed Boundary,29.16,0.38,196.33
5424.5996,BED,    1.17,  192.20,1,8.64,E,Bed Boundary,31.87,0.38,196.41
5424.8599,BED,    1.17,  190.40,1,8.64,E,Bed Boundary,32.07,0.38,196.42
5426.6929,BED,    2.34,  204.80,1,8.61,E,Bed Boundary,33.14,0.38,195.66
5427.1050,BED,    2.35,  186.80,1,8.59,E,Bed Boundary,36.38,0.38,195.57
5427.9185,BED,    1.17,  195.80,1,8.60,E,Bed Boundary,34.56,0.37,195.77
5429.0137,BED,    2.40,  176.00,1,8.56,E,Bed Boundary,32.24,0.37,195.85
5429.3066,BED,    2.35,  174.20,1,8.56,E,Bed Boundary,29.88,0.37,195.88
5429.7729,BED,    2.40,  167.00,1,8.58,E,Bed Boundary,31.25,0.37,195.71
5432.0073,BED,    1.17,  199.40,1,8.58,E,Bed Boundary,29.96,0.38,195.37
5435.5322,BED,    1.18,   41.00,1,8.54,E,Bed Boundary,38.69,0.37,195.64
5435.8032,BED,    2.36,   41.00,1,8.53,E,Bed Boundary,37.81,0.37,195.66
5436.0962,BED,    1.18,   57.20,1,8.55,E,Bed Boundary,36.08,0.37,195.61
5436.6060,BED,    2.35,   68.00,1,8.57,E,Bed Boundary,34.46,0.37,195.25
5437.0723,BED,    3.52,   69.80,1,8.57,E,Bed Boundary,39.31,0.37,195.14
5437.6582,BED,    3.57,   64.40,1,8.58,E,Bed Boundary,45.44,0.37,195.02
5438.6885,BED,    1.18,   42.80,1,8.55,E,Bed Boundary,42.48,0.37,195.33
5438.8726,BED,    1.18,   42.80,1,8.56,E,Bed Boundary,42.26,0.37,195.27
5439.0786,BED,    1.17,   41.00,1,8.58,E,Bed Boundary,40.87,0.37,195.13
5439.2959,BED,    1.17,   41.00,1,8.58,E,Bed Boundary,40.92,0.37,195.04
5439.8379,BED,    2.35,   41.00,1,8.54,E,Bed Boundary,44.14,0.37,195.01
5440.3154,BED,    1.18,   53.60,1,8.56,E,Bed Boundary,46.28,0.37,195.02
5440.5972,BED,    2.35,   42.80,1,8.57,E,Bed Boundary,46.85,0.37,194.91
5441.0854,BED,    1.17,   42.80,1,8.62,E,Bed Boundary,48.34,0.37,194.77
5441.4214,BED,    2.34,   42.80,1,8.61,E,Bed Boundary,47.73,0.37,194.75
5443.4932,BED,    1.17,   42.80,1,8.59,E,Bed Boundary,45.49,0.37,195.72
5444.0244,BED,    1.18,   39.20,1,8.57,E,Bed Boundary,49.24,0.37,195.78
5444.4478,BED,    1.17,   39.20,1,8.58,E,Bed Boundary,53.16,0.37,195.85
5444.8379,BED,    2.35,   35.60,1,8.55,E,Bed Boundary,55.65,0.38,195.99
5447.7881,BED,    1.18,   30.20,1,8.54,E,Bed Boundary,55.44,0.37,196.83
5448.5259,BED,    1.23,   28.40,1,8.56,E,Bed Boundary,63.00,0.38,196.45
5448.7319,BED,    2.40,   26.60,1,8.58,E,Bed Boundary,66.51,0.38,196.50
5449.0356,BED,    3.57,   26.60,1,8.58,E,Bed Boundary,68.93,0.38,196.56
5449.1982,BED,    1.17,   26.60,1,8.58,E,Bed Boundary,70.20,0.37,196.72
5449.3716,BED,    1.18,   24.80,1,8.57,E,Bed Boundary,68.48,0.37,196.89
5451.8989,BED,    1.17,   26.60,1,8.61,E,Bed Boundary,64.37,0.37,197.21
5452.1050,BED,    1.17,   26.60,1,8.64,E,Bed Boundary,66.78,0.37,197.23
5452.4087,BED,    1.17,   19.40,1,8.63,E,Bed Boundary,66.70,0.37,197.34
5452.8530,BED,    1.17,   19.40,1,8.59,E,Bed Boundary,66.87,0.37,197.34
5453.2544,BED,    2.34,   17.60,1,8.60,E,Bed Boundary,70.86,0.36,197.56
5453.6016,BED,    1.17,   17.60,1,8.64,E,Bed Boundary,72.46,0.36,197.98
5454.1113,BED,    3.56,   42.80,1,8.60,E,Bed Boundary,75.94,0.36,198.39
5454.4478,BED,    4.75,   51.80,1,8.55,E,Bed Boundary,78.99,0.36,198.11
5454.9248,BED,    4.72,   51.80,1,8.64,E,Bed Boundary,68.46,0.36,197.89
5455.0552,BED,    4.72,   50.00,1,8.64,E,Bed Boundary,65.55,0.36,197.91
5456.0313,BED,    2.40,   50.00,1,8.59,E,Sedimentary Dips,52.27,0.36,198.30
5456.4326,BED,    2.40,   46.40,1,8.56,E,Sedimentary Dips,52.06,0.36,198.86
5457.4844,BED,    5.90,   91.40,3,8.59,F,Sedimentary Dips,67.46,0.36,199.59
5457.8643,BED,    4.72,   80.60,3,8.63,F,Sedimentary Dips,71.99,0.36,200.06
5458.6450,BED,    7.02,   82.40,3,8.66,F,Sedimentary Dips,69.91,0.36,200.64
5458.9053,BED,    7.03,  159.80,3,8.65,F,Sedimentary Dips,69.75,0.36,200.91
5459.3608,BED,    3.56,  163.40,3,8.62,F,Sedimentary Dips,73.92,0.36,201.07
5459.5884,BED,    3.56,  163.40,3,8.62,F,Sedimentary Dips,75.45,0.36,200.99
5459.9248,BED,    4.71,  186.80,3,8.65,F,Sedimentary Dips,80.27,0.36,201.02
5460.4346,BED,    2.33,   71.60,3,8.65,F,Sedimentary Dips,77.94,0.36,201.12
5460.7817,BED,    2.39,   69.80,3,8.66,F,Sedimentary Dips,75.68,0.36,201.33
5461.0747,BED,    4.72,   69.80,3,8.64,F,Sedimentary Dips,74.90,0.36,201.51
