Company=GREAT BEAR PETROLEUM
Well=GB_ALCOR_#1
Field=WILDCAT
County=NORTH SLOPE
State=ALASKA
Country=NORTH SLOPE
Dip Summary From 4550.80 to 4575.80 Metres
Dip Confidence :
   E=Excellent(dip quality=1), G=Good(dip quality=2)
F=Fair(dip quality=3), P=Poor(dip quality=4 or 5)
Depth,Class,True Mag,True Azi,Quality,Caliper,Conf,DipType,Gamma Ray,Devi,Hazi
7139.8652,BED,    2.13,   57.20,1,8.59,E,Bed Boundary,126.59,0.41,208.57
7140.0278,BED,    1.44,   57.20,1,8.59,E,Bed Boundary,125.98,0.41,208.62
7140.1904,BED,    1.44,   57.20,1,8.60,E,Bed Boundary,124.63,0.41,208.71
7140.4639,BED,    1.44,   75.20,1,8.59,E,Bed Boundary,122.27,0.41,208.97
7140.8545,BED,    1.44,   69.80,1,8.60,E,Bed Boundary,120.16,0.41,209.31
7141.3750,BED,    1.44,   66.20,1,8.59,E,Bed Boundary,117.66,0.41,209.53
7142.1299,BED,    1.44,   66.20,1,8.59,E,Bed Boundary,124.02,0.41,209.74
7142.4160,BED,    1.44,   66.20,1,8.59,E,Bed Boundary,125.91,0.41,209.93
7142.5527,BED,    1.44,   53.60,1,8.59,E,Bed Boundary,126.13,0.41,210.04
7142.7417,BED,    1.44,   57.20,3,8.59,F,Bed Boundary,127.77,0.41,210.12
7143.0474,BED,    1.44,   73.40,3,8.58,F,Bed Boundary,128.03,0.41,210.30
7143.1646,BED,    1.44,   66.20,3,8.59,F,Bed Boundary,129.71,0.41,210.36
7143.2817,BED,    1.44,   60.80,3,8.60,F,Bed Boundary,131.38,0.41,210.39
7143.6006,BED,    0.75,   60.80,3,8.59,F,Bed Boundary,136.49,0.41,210.39
7143.7568,BED,    0.75,   62.60,3,8.58,F,Bed Boundary,137.67,0.41,210.37
7143.8672,BED,    0.69,   57.20,3,8.59,F,Bed Boundary,138.20,0.41,210.35
7144.0171,BED,    0.75,   55.40,3,8.60,F,Bed Boundary,139.58,0.41,210.35
7144.5898,BED,    1.44,   48.20,3,8.61,F,Bed Boundary,143.24,0.41,210.39
7144.7720,BED,    1.44,   62.60,3,8.60,F,Bed Boundary,145.65,0.41,210.35
7145.2144,BED,    1.44,   68.00,3,8.63,F,Bed Boundary,151.62,0.41,210.16
7145.4941,BED,    2.13,   57.20,3,8.62,F,Bed Boundary,155.95,0.41,210.03
7145.7544,BED,    1.39,   80.60,3,8.59,F,Bed Boundary,156.98,0.41,209.91
7145.8457,BED,    1.44,   82.40,3,8.59,F,Bed Boundary,157.41,0.41,209.89
7146.2041,BED,    2.40,   73.40,1,8.58,E,Bed Boundary,156.87,0.42,210.02
7146.3154,FRAC,   73.91,  240.80,3,8.58,F,Natural Fracture,155.39,0.42,210.07
7146.3560,BED,    2.40,   71.60,1,8.58,E,Bed Boundary,155.51,0.42,210.10
7146.8350,BED,    1.44,   75.20,1,8.58,E,Bed Boundary,146.63,0.42,210.13
7146.9976,BED,    0.75,   73.40,1,8.57,E,Bed Boundary,145.30,0.42,210.19
7147.2515,BED,    1.44,   73.40,1,8.58,E,Bed Boundary,142.59,0.42,210.33
7147.4531,BED,    0.75,   71.60,1,8.59,E,Bed Boundary,141.08,0.42,210.44
7147.6675,BED,    2.08,   71.60,1,8.59,E,Bed Boundary,143.70,0.42,210.51
7147.8174,BED,    1.44,   66.20,1,8.59,E,Bed Boundary,145.20,0.42,210.48
7148.0386,BED,    1.44,   64.40,1,8.58,E,Bed Boundary,147.60,0.43,210.43
7148.2275,BED,    1.44,   59.00,1,8.58,E,Bed Boundary,149.96,0.43,210.38
7148.4683,BED,    1.44,   46.40,1,8.58,E,Bed Boundary,151.17,0.43,210.29
7148.6895,BED,    1.44,   51.80,1,8.58,E,Bed Boundary,146.55,0.43,210.20
7148.7612,BED,    1.44,   51.80,1,8.58,E,Bed Boundary,144.13,0.43,210.21
7149.5029,BED,    1.44,   82.40,1,8.59,E,Bed Boundary,121.63,0.43,210.14
7149.8936,BED,    2.88,   60.80,1,8.56,E,Bed Boundary,127.70,0.43,210.01
7150.1016,BED,    2.14,   69.80,1,8.56,E,Bed Boundary,135.67,0.43,209.95
7150.6157,BED,    1.44,   78.80,1,8.57,E,Bed Boundary,153.97,0.44,210.02
7150.9673,BED,    2.13,   78.80,1,8.58,E,Bed Boundary,159.85,0.44,209.99
7151.1816,BED,    1.39,   78.80,1,8.57,E,Bed Boundary,162.95,0.44,209.99
7151.4028,BED,    1.39,   78.80,1,8.57,E,Bed Boundary,164.01,0.44,210.12
7151.7153,BED,    1.39,   82.40,1,8.57,E,Bed Boundary,168.96,0.44,210.35
7151.9043,BED,    1.44,   80.60,1,8.58,E,Bed Boundary,166.09,0.44,210.52
7152.0801,BED,    1.44,   51.80,1,8.59,E,Bed Boundary,163.40,0.44,210.57
7152.3857,BED,    2.13,   46.40,1,8.62,E,Bed Boundary,158.04,0.44,210.70
7152.4897,BED,    1.38,   51.80,1,8.63,E,Bed Boundary,157.15,0.44,210.71
7152.8086,BED,    2.12,   48.20,1,8.64,E,Bed Boundary,153.64,0.44,210.55
7152.9258,BED,    1.43,   46.40,1,8.64,E,Bed Boundary,154.44,0.44,210.46
7153.0884,BED,    1.38,   59.00,1,8.64,E,Bed Boundary,155.46,0.44,210.54
7153.2515,BED,    2.12,   51.80,1,8.64,E,Bed Boundary,156.63,0.44,210.59
7153.4531,BED,    1.44,   44.60,1,8.63,E,Bed Boundary,157.75,0.44,210.61
7153.7524,BED,    0.74,   35.60,1,8.62,E,Bed Boundary,160.56,0.44,210.60
7154.1299,BED,    0.74,   35.60,1,8.63,E,Bed Boundary,165.24,0.44,210.69
7154.2729,BED,    0.69,   33.80,1,8.63,E,Bed Boundary,167.56,0.44,210.71
7154.5073,BED,    1.44,   30.20,1,8.61,E,Bed Boundary,172.93,0.44,210.65
7154.9170,BED,    1.39,   28.40,1,8.60,E,Bed Boundary,177.94,0.44,210.39
7155.2295,BED,    0.70,   30.20,1,8.55,E,Bed Boundary,171.98,0.45,210.24
7155.3716,FRAC,   72.98,  228.20,2,8.55,G,Natural Fracture,167.08,0.45,210.16
7155.5811,BED,    0.75,   33.80,1,8.54,E,Bed Boundary,160.04,0.45,210.13
7156.0171,BED,    1.44,   44.60,3,8.55,F,Bed Boundary,141.74,0.45,210.12
7156.1274,BED,    0.69,   35.60,3,8.56,F,Bed Boundary,139.71,0.45,210.13
7156.2124,BED,    1.44,   48.20,3,8.56,F,Bed Boundary,138.15,0.45,210.10
7156.7065,BED,    2.14,   41.00,1,8.57,E,Bed Boundary,131.00,0.45,209.61
7156.8501,BED,    1.44,   46.40,1,8.57,E,Bed Boundary,131.45,0.45,209.52
7156.9604,BED,    2.14,   48.20,1,8.57,E,Bed Boundary,132.14,0.45,209.47
7157.1426,BED,    2.13,   57.20,1,8.58,E,Bed Boundary,133.40,0.45,209.46
7157.3574,BED,    1.39,   55.40,1,8.58,E,Bed Boundary,135.84,0.44,209.42
7157.5269,BED,    2.14,   51.80,1,8.56,E,Bed Boundary,135.58,0.44,209.40
7157.6636,BED,    2.14,   50.00,1,8.52,E,Bed Boundary,136.18,0.44,209.39
7157.7803,BED,    2.10,   51.80,1,8.49,E,Bed Boundary,135.36,0.45,209.37
7157.8975,BED,    1.40,   57.20,1,8.47,E,Bed Boundary,134.24,0.45,209.35
7158.2036,BED,    2.15,   62.60,1,8.49,E,Bed Boundary,133.17,0.45,209.32
7158.5029,BED,    1.45,   42.80,1,8.53,E,Bed Boundary,129.98,0.45,209.44
7158.7891,BED,    1.39,   48.20,3,8.53,F,Bed Boundary,128.55,0.45,209.35
7158.8608,BED,    2.14,   44.60,3,8.53,F,Bed Boundary,128.05,0.45,209.35
7158.9976,BED,    1.45,   39.20,3,8.52,F,Bed Boundary,126.98,0.45,209.35
7159.1016,BED,    0.70,   46.40,3,8.52,F,Bed Boundary,126.32,0.44,209.37
7159.1733,BED,    0.75,   46.40,3,8.52,F,Bed Boundary,125.86,0.44,209.39
7159.5244,BED,    0.69,   46.40,3,8.57,F,Bed Boundary,122.72,0.44,209.49
7159.6221,BED,    1.39,   42.80,3,8.58,F,Bed Boundary,122.72,0.44,209.53
7159.8501,BED,    1.44,   48.20,3,8.58,F,Bed Boundary,122.41,0.44,209.54
7159.9478,BED,    1.44,   28.40,3,8.58,F,Bed Boundary,121.51,0.44,209.52
7160.0908,BED,    0.75,   42.80,3,8.57,F,Bed Boundary,122.71,0.44,209.45
7160.2275,BED,    1.44,   39.20,3,8.57,F,Bed Boundary,124.80,0.44,209.39
7160.5137,BED,    2.13,   33.80,3,8.58,F,Bed Boundary,127.69,0.44,209.28
7160.6567,BED,    2.14,   37.40,3,8.56,F,Bed Boundary,127.22,0.44,209.23
7160.8130,BED,    2.14,   32.00,3,8.55,F,Bed Boundary,127.80,0.44,209.07
7161.0342,BED,    1.39,   64.40,1,8.53,E,Bed Boundary,126.24,0.45,208.91
7161.2427,BED,    1.45,   69.80,1,8.49,E,Bed Boundary,123.83,0.45,208.93
7161.3857,BED,    1.45,   68.00,1,8.48,E,Bed Boundary,122.11,0.45,208.97
7161.5225,BED,    1.45,   64.40,1,8.48,E,Bed Boundary,120.60,0.44,208.99
7161.6914,BED,    1.40,   59.00,1,8.48,E,Bed Boundary,118.61,0.44,209.01
7161.8022,BED,    1.45,   77.00,1,8.48,E,Bed Boundary,117.79,0.44,209.01
7162.2383,BED,    0.70,   62.60,1,8.51,E,Bed Boundary,112.90,0.44,209.07
7162.4658,BED,    0.70,   62.60,1,8.50,E,Bed Boundary,109.81,0.44,209.18
7162.6938,BED,    0.75,   77.00,1,8.49,E,Bed Boundary,108.23,0.44,209.23
7162.8174,BED,    1.45,   71.60,1,8.50,E,Bed Boundary,108.52,0.44,209.27
7163.1167,BED,    1.45,   71.60,1,8.50,E,Bed Boundary,109.20,0.44,209.30
7163.2144,BED,    0.70,   69.80,1,8.50,E,Bed Boundary,111.36,0.44,209.29
7163.4224,BED,    1.40,   68.00,1,8.51,E,Bed Boundary,111.70,0.44,209.34
7163.5786,BED,    1.40,   68.00,1,8.50,E,Bed Boundary,111.12,0.44,209.38
7163.8325,BED,    0.70,   69.80,1,8.49,E,Bed Boundary,110.75,0.44,209.48
7163.9497,BED,    1.45,   69.80,1,8.49,E,Bed Boundary,110.34,0.44,209.53
7164.1904,BED,    1.45,   55.40,1,8.50,E,Bed Boundary,106.29,0.44,209.69
7164.6523,BED,    0.69,   57.20,1,8.58,E,Bed Boundary,100.52,0.44,210.25
7164.9390,BED,    1.44,   59.00,1,8.57,E,Bed Boundary,96.57,0.44,210.42
7165.0757,BED,    0.75,   57.20,1,8.56,E,Bed Boundary,95.71,0.44,210.44
7165.2578,BED,    0.70,   55.40,1,8.53,E,Bed Boundary,92.19,0.44,210.46
7165.5703,BED,    1.45,   50.00,3,8.53,F,Bed Boundary,88.03,0.44,210.48
7165.7065,BED,    1.39,   73.40,3,8.52,F,Bed Boundary,88.27,0.44,210.48
7165.8369,BED,    0.70,   48.20,3,8.51,F,Bed Boundary,85.29,0.44,210.52
7166.2471,BED,    1.45,   51.80,3,8.48,F,Bed Boundary,91.88,0.44,210.62
7166.4097,BED,    0.75,   46.40,1,8.48,E,Bed Boundary,97.25,0.44,210.58
7166.5464,BED,    2.90,   53.60,1,8.48,E,Bed Boundary,104.39,0.44,210.54
7166.6763,BED,    2.85,   50.00,1,8.47,E,Bed Boundary,108.71,0.44,210.50
7166.8457,BED,    4.30,   51.80,1,8.46,E,Bed Boundary,117.31,0.44,210.45
7166.9756,BED,    2.15,   51.80,1,8.46,E,Bed Boundary,119.53,0.44,210.41
7167.2427,BED,    0.76,   55.40,3,8.44,F,Bed Boundary,124.55,0.44,210.36
7167.4116,BED,    1.40,   64.40,3,8.46,F,Bed Boundary,126.39,0.44,210.36
7167.5288,BED,    0.70,   64.40,3,8.47,F,Bed Boundary,125.44,0.44,210.31
7168.1147,BED,    0.75,   62.60,3,8.49,F,Bed Boundary,119.61,0.44,210.00
7168.2515,BED,    1.45,   55.40,3,8.51,F,Bed Boundary,119.58,0.44,210.03
7168.6416,BED,    2.14,   73.40,1,8.53,E,Bed Boundary,120.73,0.44,210.30
7169.0127,BED,    1.45,   71.60,1,8.51,E,Bed Boundary,126.10,0.44,210.55
7169.1494,BED,    1.45,   68.00,1,8.51,E,Bed Boundary,127.34,0.44,210.63
7169.3315,BED,    2.15,   68.00,1,8.51,E,Bed Boundary,129.71,0.44,210.76
7169.4355,BED,    2.14,   68.00,1,8.52,E,Bed Boundary,130.20,0.44,210.83
7169.5200,BED,    1.39,   66.20,1,8.53,E,Bed Boundary,130.98,0.44,210.87
7169.6309,BED,    0.70,   66.20,1,8.54,E,Bed Boundary,131.32,0.44,210.88
7169.7480,BED,    1.44,   64.40,1,8.55,E,Bed Boundary,132.55,0.44,210.90
7169.9106,BED,    0.69,   64.40,1,8.57,E,Bed Boundary,132.46,0.44,210.95
7170.0215,BED,    1.44,   64.40,1,8.58,E,Bed Boundary,132.85,0.44,210.97
7170.1904,BED,    1.44,   64.40,1,8.57,E,Bed Boundary,132.40,0.44,210.93
7170.4507,BED,    2.14,   71.60,1,8.57,E,Bed Boundary,131.80,0.44,210.92
7170.8281,BED,    2.83,   69.80,1,8.58,E,Bed Boundary,129.43,0.44,210.89
7170.9712,BED,    2.82,   69.80,1,8.59,E,Bed Boundary,128.39,0.44,210.89
7171.7134,BED,    4.26,   51.80,1,8.57,E,Bed Boundary,123.36,0.44,210.59
7171.8955,BED,    3.57,   50.00,1,8.57,E,Bed Boundary,121.83,0.44,210.64
7171.9868,BED,    5.01,   50.00,1,8.56,E,Bed Boundary,120.13,0.44,210.66
7172.1816,BED,    4.28,   53.60,1,8.54,E,Bed Boundary,119.45,0.44,210.66
7172.2729,BED,    2.84,   55.40,1,8.53,E,Bed Boundary,119.01,0.44,210.65
7172.3901,BED,    4.97,   59.00,1,8.52,E,Bed Boundary,118.68,0.44,210.64
7172.5005,BED,    4.98,   78.80,1,8.51,E,Bed Boundary,116.59,0.44,210.63
7172.9175,BED,    8.23,   35.60,1,8.55,E,Compaction Bedding,118.97,0.44,210.75
7173.0410,FRAC,   36.70,  217.40,2,8.56,G,Natural Fracture,119.75,0.44,210.74
7173.2104,BED,    9.43,  233.60,1,8.56,E,Compaction Bedding,119.50,0.44,210.77
7173.4507,BED,    6.39,  215.60,1,8.56,E,Bed Boundary,120.59,0.44,210.76
7173.7891,BED,    2.89,  221.00,1,8.55,E,Bed Boundary,121.78,0.44,210.84
7173.8740,BED,    2.14,  221.00,1,8.56,E,Bed Boundary,121.77,0.44,210.83
7174.1929,BED,    2.13,  217.40,1,8.58,E,Bed Boundary,121.72,0.44,210.78
7174.6353,BED,    2.14,  104.00,3,8.57,F,Bed Boundary,121.04,0.44,210.94
7174.7393,BED,    1.44,  100.40,3,8.57,F,Bed Boundary,120.86,0.44,211.05
7174.8696,BED,    1.44,   73.40,3,8.57,F,Bed Boundary,121.79,0.45,211.15
7175.3252,BED,    2.14,   91.40,1,8.53,E,Bed Boundary,124.35,0.45,211.29
7175.4160,BED,    1.45,   91.40,1,8.52,E,Bed Boundary,124.92,0.45,211.25
7175.5269,BED,    4.28,   89.60,1,8.51,E,Bed Boundary,126.84,0.45,211.21
7175.8521,BED,    2.84,   86.00,1,8.51,E,Bed Boundary,126.23,0.45,211.09
7176.0410,BED,    2.14,   84.20,1,8.53,E,Bed Boundary,126.10,0.44,211.09
7176.1387,BED,    2.89,   86.00,1,8.56,E,Bed Boundary,125.64,0.44,211.06
7176.3794,BED,    2.14,   89.60,1,8.55,E,Bed Boundary,124.67,0.45,211.14
7176.5093,BED,    2.83,   84.20,1,8.55,E,Bed Boundary,123.66,0.45,211.27
7176.9126,BED,    2.09,   87.80,1,8.55,E,Bed Boundary,119.95,0.45,211.22
7177.0952,BED,    3.58,   86.00,1,8.55,E,Bed Boundary,118.01,0.45,211.14
7177.1929,BED,    2.14,   98.60,1,8.56,E,Bed Boundary,113.95,0.45,211.14
7177.2969,BED,    2.14,   96.80,1,8.56,E,Bed Boundary,114.28,0.45,211.14
7177.6611,BED,    2.14,   95.00,1,8.57,E,Bed Boundary,114.33,0.45,211.12
7177.9995,BED,    4.27,  100.40,1,8.55,E,Bed Boundary,116.86,0.45,211.17
7178.2729,BED,    4.27,  104.00,1,8.55,E,Bed Boundary,118.99,0.45,211.16
7178.3965,BED,    2.84,  104.00,1,8.54,E,Bed Boundary,116.71,0.45,211.09
7178.5723,BED,    2.83,  104.00,1,8.55,E,Bed Boundary,117.25,0.45,211.03
7178.8911,BED,    2.13,  100.40,1,8.58,E,Bed Boundary,116.99,0.45,211.03
7178.9692,BED,    2.13,  102.20,1,8.58,E,Bed Boundary,117.89,0.45,211.01
7179.1904,BED,    2.83,  100.40,1,8.57,E,Bed Boundary,121.16,0.45,211.04
7179.6719,BED,    1.39,  120.20,3,8.56,F,Bed Boundary,126.77,0.45,211.05
7179.7959,BED,    3.58,  120.20,3,8.56,F,Bed Boundary,126.36,0.45,211.02
7179.9780,BED,    2.14,  104.00,3,8.56,F,Bed Boundary,125.93,0.45,210.97
7180.1733,BED,    2.88,   73.40,3,8.57,F,Bed Boundary,124.08,0.45,210.94
7180.5830,BED,    2.14,   69.80,3,8.56,F,Bed Boundary,124.12,0.45,210.94
7180.8696,BED,    1.44,   78.80,3,8.55,F,Bed Boundary,125.22,0.45,210.98
7181.0908,BED,    1.45,   69.80,3,8.51,F,Bed Boundary,127.70,0.45,211.11
7181.2534,BED,    2.84,   73.40,3,8.52,F,Bed Boundary,129.91,0.45,211.18
7181.6050,BED,    2.14,   98.60,3,8.52,F,Bed Boundary,132.63,0.45,211.18
7181.7285,BED,    2.14,   98.60,3,8.54,F,Bed Boundary,132.28,0.45,211.19
7181.8091,FRAC,   64.82,  251.60,3,8.55,F,Natural Fracture,132.54,0.45,211.20
7181.8130,BED,    2.83,   91.40,3,8.55,F,Bed Boundary,132.56,0.45,211.20
7181.9170,BED,    2.14,   91.40,3,8.54,F,Bed Boundary,133.55,0.45,211.22
7182.0605,BED,    1.45,   95.00,3,8.52,F,Bed Boundary,133.51,0.45,211.23
7182.1841,BED,    2.14,   95.00,3,8.52,F,Bed Boundary,134.13,0.45,211.16
7182.4834,BED,    2.14,   96.80,3,8.56,F,Bed Boundary,132.56,0.45,211.01
7182.6328,BED,    2.13,   91.40,3,8.58,F,Bed Boundary,134.20,0.46,210.96
7182.7827,BED,    2.82,   91.40,3,8.59,F,Bed Boundary,132.61,0.46,210.95
7183.0493,BED,    2.82,   91.40,3,8.60,F,Bed Boundary,129.72,0.46,210.96
7183.1665,BED,    2.13,   91.40,3,8.60,F,Bed Boundary,128.81,0.46,210.95
7183.4922,BED,    1.44,   91.40,3,8.57,F,Bed Boundary,125.24,0.46,210.91
7183.5635,BED,    2.83,   89.60,3,8.57,F,Bed Boundary,124.87,0.46,210.91
7183.7456,BED,    4.27,   89.60,3,8.56,F,Bed Boundary,123.52,0.46,211.00
7184.1753,BED,    2.14,   87.80,3,8.57,F,Bed Boundary,123.49,0.45,211.16
7184.4878,BED,    2.14,   86.00,3,8.56,F,Bed Boundary,123.82,0.45,211.02
7184.8652,BED,    5.01,   60.80,1,8.57,E,Bed Boundary,129.78,0.45,211.05
7185.1904,BED,    2.83,   60.80,1,8.56,E,Bed Boundary,138.24,0.46,211.14
7185.3076,BED,    3.58,   64.40,1,8.54,E,Bed Boundary,140.66,0.46,211.14
7185.7632,BED,    2.14,   62.60,1,8.55,E,Bed Boundary,146.61,0.46,211.38
7186.4854,BED,    1.39,   59.00,1,8.57,E,Bed Boundary,134.59,0.46,211.62
7186.7915,BED,    2.14,   62.60,1,8.57,E,Bed Boundary,130.43,0.46,211.80
7187.0322,BED,    2.83,   60.80,1,8.56,E,Bed Boundary,127.31,0.46,211.90
7187.4224,BED,    2.84,   69.80,1,8.53,E,Bed Boundary,123.01,0.46,212.09
7187.5396,BED,    2.84,   66.20,1,8.51,E,Bed Boundary,121.13,0.46,212.18
7187.9692,BED,    2.14,   53.60,1,8.52,E,Bed Boundary,119.90,0.46,212.30
7188.0605,BED,    3.59,   55.40,1,8.52,E,Bed Boundary,120.44,0.46,212.28
7188.1904,BED,    3.59,   53.60,1,8.53,E,Bed Boundary,119.06,0.46,212.32
7188.3726,BED,    2.84,   53.60,1,8.54,E,Bed Boundary,116.71,0.46,212.40
7189.0952,BED,    2.89,   51.80,1,8.54,E,Bed Boundary,108.30,0.47,212.38
7189.2900,BED,    4.23,   55.40,1,8.50,E,Bed Boundary,105.97,0.47,212.32
7189.4463,BED,    1.40,   55.40,1,8.51,E,Bed Boundary,107.98,0.47,212.32
7189.5571,BED,    4.29,   69.80,1,8.51,E,Bed Boundary,106.12,0.47,212.33
7189.6870,BED,    4.23,   69.80,1,8.52,E,Bed Boundary,109.73,0.47,212.35
7189.9604,BED,    2.14,   59.00,1,8.52,E,Bed Boundary,116.82,0.47,212.40
7190.1362,BED,    3.59,   55.40,1,8.52,E,Bed Boundary,123.42,0.47,212.48
7190.7871,BED,    2.84,   64.40,1,8.54,E,Bed Boundary,141.68,0.47,212.95
7191.1968,BED,    2.14,   59.00,1,8.55,E,Bed Boundary,138.92,0.47,213.27
7191.4185,BED,    2.14,   60.80,1,8.55,E,Bed Boundary,132.73,0.47,213.45
7192.2319,BED,    1.44,   60.80,1,8.62,E,Bed Boundary,118.09,0.47,213.72
7192.3423,BED,    2.12,   55.40,1,8.63,E,Bed Boundary,117.00,0.47,213.66
7192.5439,BED,    0.69,   55.40,3,8.60,F,Bed Boundary,119.49,0.48,213.71
7192.8696,BED,    2.14,   57.20,3,8.56,F,Bed Boundary,125.20,0.48,213.92
7193.4292,BED,    0.75,   73.40,3,8.56,F,Bed Boundary,128.54,0.47,214.12
7193.5659,BED,    0.75,   55.40,3,8.57,F,Bed Boundary,127.27,0.48,214.19
7193.8584,BED,    0.69,   59.00,3,8.56,F,Bed Boundary,123.36,0.47,214.14
7194.0801,BED,    0.75,   60.80,3,8.54,F,Bed Boundary,122.07,0.47,214.13
7194.2749,BED,    2.14,   60.80,3,8.56,F,Bed Boundary,121.09,0.48,214.14
7194.4575,BED,    2.14,   60.80,3,8.56,F,Bed Boundary,120.05,0.48,214.11
7194.6914,BED,    2.14,   60.80,3,8.55,F,Bed Boundary,118.64,0.48,214.06
7194.9063,BED,    1.39,   59.00,3,8.55,F,Bed Boundary,118.10,0.47,214.07
7195.0952,BED,    1.44,   57.20,3,8.56,F,Bed Boundary,117.76,0.47,214.10
7195.2319,BED,    0.75,   57.20,3,8.57,F,Bed Boundary,118.33,0.48,214.23
7195.4336,BED,    1.44,   50.00,3,8.58,F,Bed Boundary,118.49,0.48,214.42
7195.5703,BED,    1.44,   48.20,3,8.57,F,Bed Boundary,119.64,0.48,214.53
7195.7134,BED,    2.14,   46.40,3,8.56,F,Bed Boundary,120.62,0.48,214.59
7195.8369,BED,    2.14,   60.80,3,8.56,F,Bed Boundary,121.86,0.48,214.62
7196.0449,BED,    2.14,   59.00,3,8.53,F,Bed Boundary,124.37,0.48,214.74
7196.5005,BED,    1.40,   75.20,3,8.47,F,Bed Boundary,126.53,0.47,214.85
7196.6050,BED,    1.45,   73.40,3,8.48,F,Bed Boundary,125.36,0.47,214.88
7196.7349,BED,    1.39,   73.40,3,8.52,F,Bed Boundary,124.12,0.48,214.96
7196.9497,BED,    2.14,   71.60,3,8.55,F,Bed Boundary,119.75,0.48,215.08
7197.1191,BED,    1.44,   59.00,3,8.56,F,Bed Boundary,115.92,0.48,215.17
7197.9390,BED,    1.44,   59.00,3,8.57,F,Bed Boundary,129.58,0.48,215.31
7198.2056,BED,    2.14,   59.00,1,8.57,E,Bed Boundary,135.09,0.48,215.32
7198.4009,BED,    1.44,   78.80,3,8.57,F,Bed Boundary,136.68,0.47,215.31
7198.6157,BED,    2.14,   73.40,3,8.55,F,Bed Boundary,136.73,0.47,215.34
7198.7651,BED,    2.14,   77.00,3,8.55,F,Bed Boundary,137.62,0.48,215.39
7198.9087,BED,    0.75,   75.20,3,8.54,F,Bed Boundary,135.40,0.48,215.41
7199.1362,BED,    2.14,   75.20,3,8.53,F,Bed Boundary,134.00,0.48,215.38
7199.3447,BED,    1.45,   75.20,3,8.54,F,Bed Boundary,134.39,0.48,215.28
7199.8262,BED,    1.44,   69.80,3,8.56,F,Bed Boundary,135.26,0.48,215.37
7200.0732,BED,    0.69,   69.80,3,8.58,F,Bed Boundary,136.74,0.48,215.40
7200.2749,BED,    0.69,   71.60,3,8.59,F,Bed Boundary,137.88,0.48,215.47
7200.4834,BED,    1.44,   71.60,3,8.58,F,Bed Boundary,138.47,0.48,215.54
7200.6787,BED,    1.44,   69.80,3,8.57,F,Bed Boundary,139.82,0.48,215.61
7201.1538,BED,    0.75,   73.40,2,8.58,G,Bed Boundary,134.75,0.48,215.72
7201.3228,BED,    1.44,   75.20,2,8.57,G,Bed Boundary,133.27,0.47,215.63
7201.5703,BED,    1.44,   62.60,2,8.56,G,Bed Boundary,128.86,0.47,215.63
7201.7783,BED,    2.14,   66.20,2,8.56,G,Bed Boundary,125.90,0.47,215.66
7201.8955,BED,    1.44,   62.60,2,8.57,G,Bed Boundary,125.72,0.47,215.68
7202.0776,BED,    2.83,   69.80,2,8.57,G,Bed Boundary,124.74,0.47,215.78
7202.5332,BED,    1.44,   69.80,2,8.55,G,Bed Boundary,127.13,0.47,215.91
7202.6895,BED,    1.44,   66.20,2,8.55,G,Bed Boundary,130.39,0.47,215.92
7203.0996,BED,    1.44,   66.20,1,8.56,E,Bed Boundary,135.73,0.47,215.98
7203.2881,BED,    2.14,   64.40,1,8.55,E,Bed Boundary,137.35,0.47,216.11
7203.4834,BED,    1.45,   64.40,1,8.54,E,Bed Boundary,139.46,0.47,216.25
7203.7437,BED,    1.45,   62.60,1,8.54,E,Bed Boundary,140.02,0.47,216.31
7203.8740,BED,    2.14,   62.60,1,8.55,E,Bed Boundary,139.89,0.47,216.25
7204.0298,BED,    0.70,   62.60,1,8.56,E,Bed Boundary,140.34,0.47,216.19
7204.3096,BED,    1.39,   80.60,1,8.56,E,Bed Boundary,139.41,0.47,216.18
7204.4399,BED,    1.44,   78.80,1,8.56,E,Bed Boundary,138.37,0.47,216.21
7204.6289,BED,    1.44,   77.00,1,8.55,E,Bed Boundary,136.99,0.47,216.28
7204.8433,BED,    1.39,   78.80,3,8.55,F,Bed Boundary,135.58,0.47,216.38
7205.0190,BED,    1.39,   77.00,3,8.55,F,Bed Boundary,132.39,0.47,216.40
7205.2402,BED,    0.69,   77.00,3,8.56,F,Bed Boundary,129.67,0.47,216.45
7205.4160,BED,    2.14,   77.00,3,8.56,F,Bed Boundary,126.64,0.47,216.57
7205.6440,BED,    1.44,   73.40,3,8.57,F,Bed Boundary,122.50,0.47,216.69
7205.7871,BED,    2.13,   69.80,3,8.58,F,Bed Boundary,118.75,0.47,216.74
7205.9756,BED,    0.69,   68.00,3,8.57,F,Bed Boundary,116.40,0.47,216.81
7206.2163,BED,    0.69,   66.20,3,8.57,F,Bed Boundary,113.58,0.47,216.89
7206.5938,BED,    1.39,   82.40,3,8.58,F,Bed Boundary,119.30,0.47,217.02
7206.6787,BED,    1.44,   69.80,3,8.59,F,Bed Boundary,120.71,0.47,217.05
7206.8022,BED,    1.44,   68.00,1,8.59,E,Bed Boundary,124.76,0.47,217.10
7207.0688,BED,    1.39,   68.00,1,8.58,E,Bed Boundary,127.69,0.47,217.27
7207.5181,BED,    0.69,   75.20,1,8.57,E,Bed Boundary,123.84,0.47,217.57
7207.7197,BED,    0.69,   73.40,1,8.57,E,Bed Boundary,122.62,0.47,217.67
