Lease,Time (Days),Choke Size,Gas Volume (MMscf),Oil Volume (stb),Water Volume  (stb),Gas Lift Inj Volume  (MMscf),Casing Pressure  (psi(a)),Tubing Pressure  (psi(a)),Active Pressure  (psi(a)),Line Pressure  (psi(a)),Pressure Source ,Calculated Sandface Pressure  (psi(a))
HAWK,2.25,16.0,0,0,83.9999999951106,,100,2607,2607,142.988943,Tubing Pressure,6236.02697821165
HAWK,2.2916666666642413,16.0,0,0,89.000000010361,,100,2601,2601,142.988943,Tubing Pressure,6254.43076133536
HAWK,2.3333333333357587,16.0,0,0,81.999999995227,,100,2596,2596,142.988943,Tubing Pressure,6215.50193579913
HAWK,2.375,16.0,0,0,87.9999999948777,,100,2590,2590,142.988943,Tubing Pressure,6238.34324254798
HAWK,2.4166666666642413,16.0,0,0,98.0000000114087,,100,2585,2585,142.988943,Tubing Pressure,6285.48692272379
HAWK,2.4583333333357587,16.0,0,0,101.999999994063,,100,2582,2582,142.988943,Tubing Pressure,6304.74198841051
HAWK,2.5,16.0,0,0,91.9999999946449,,100,2575,2575,142.988943,Tubing Pressure,6243.48500505983
HAWK,2.5416666666642413,16.0,0,0,96.0000000111759,,100,2569,2569,142.988943,Tubing Pressure,6258.51034213893
HAWK,2.5833333333357587,16.0,0,0,101.999999994063,,100,2566,2566,142.988943,Tubing Pressure,6288.60618055387
HAWK,2.625,16.0,0,0,101.999999994063,,100,2559,2559,142.988943,Tubing Pressure,6281.54675296012
HAWK,2.6666666666642413,16.0,0,0,103.000000011991,,100,2554,2554,142.988943,Tubing Pressure,6282.20009943048
HAWK,2.7083333333357587,16.0,0,0,100.999999994121,,100,2559,2559,142.988943,Tubing Pressure,6275.90109474891
HAWK,2.75,18.0,0,0,114.999999993306,,100,2515,2515,142.988943,Tubing Pressure,6315.12413956546
HAWK,2.7916666666642413,18.0,0,0,126.000000014668,,100,2439,2439,142.988943,Tubing Pressure,6311.04441985244
HAWK,2.8333333333357587,18.0,0,0.999999999941792,120.999999992957,,100,2433,2433,142.988943,Tubing Pressure,6272.28135131198
HAWK,2.875,18.0,0,0.999999999941792,126.999999992608,,100,2428,2428,142.988943,Tubing Pressure,6308.59293580337
HAWK,2.9166666666642413,18.0,0,2.00000000023283,121.000000014086,,100,2421,2421,142.988943,Tubing Pressure,6261.36370429281
HAWK,2.9583333333357587,18.0,0,0.999999999941792,125.999999992666,,100,2417,2417,142.988943,Tubing Pressure,6290.48541438621
HAWK,3.0,18.0,0,0.999999999941792,119.999999993015,,100,2403,2403,142.988943,Tubing Pressure,6235.30126998144
HAWK,3.0416666666642413,18.0,0,0,89.000000010361,,100,2400,2400,142.988943,Tubing Pressure,6051.68681882724
HAWK,3.0833333333357587,18.0,0.000958333333277551,0.999999999941792,93.9999999945285,,100,2397,2397,142.988943,Tubing Pressure,6106.84504791644
HAWK,3.125,18.0,0.000999999999941792,0.999999999941792,87.9999999948777,,100,2396,2396,142.988943,Tubing Pressure,6069.53113206274
HAWK,3.1666666666642413,18.0,0.000958333333444898,1.00000000011642,82.0000000095461,,100,2388,2388,142.988943,Tubing Pressure,6026.56740551632
HAWK,3.2083333333357587,18.0,0.000958333333277551,0,83.9999999951106,,100,2383,2383,142.988943,Tubing Pressure,6036.59284626867
HAWK,3.25,18.0,0.000999999999941792,0.999999999941792,85.9999999949941,,100,2378,2378,142.988943,Tubing Pressure,6039.56440555348
HAWK,3.2916666666642413,18.0,0.00100000000011642,1.00000000011642,82.0000000095461,,100,2372,2372,142.988943,Tubing Pressure,6010.50103100522
