Lease,Time (Days),Choke Size,Gas Volume (MMscf),Oil Volume (stb),Water Volume  (stb),Gas Lift Inj Volume  (MMscf),Casing Pressure  (psi(a)),Tubing Pressure  (psi(a)),Active Pressure  (psi(a)),Line Pressure  (psi(a)),Pressure Source ,Calculated Sandface Pressure  (psi(a))
OSPREY,21.0,,0.178,543.23,245,,149.695943,14.695943,149.695943,14.695943,Casing Pressure,2760.78906421732
OSPREY,22.0,,0.185,562.47,232,,134.695943,14.695943,134.695943,14.695943,Casing Pressure,2709.67641703167
OSPREY,23.0,,0.175,518.79,205,,134.695943,14.695943,134.695943,14.695943,Casing Pressure,2724.55289777179
OSPREY,24.0,,0.162,489.92,180,,119.695943,14.695943,119.695943,14.695943,Casing Pressure,2707.97154025315
OSPREY,25.0,,0.17,504.6,167,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2673.93680678525
OSPREY,26.0,,0.116,443.19,140,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2730.900293546
OSPREY,27.0,,0.14,352.2,127,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2730.6347344872
OSPREY,28.0,,0.142,520.73,123,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2665.21105636904
OSPREY,29.0,,0.122,410.53,105,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2691.68705425134
OSPREY,30.0,,0.13,403.06,100,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2680.7719287783
OSPREY,31.0,,0.126,410.56,98,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2679.6789912874
OSPREY,32.0,,0.126,372.02,87,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2678.00414191691
OSPREY,33.0,,0.128,304.49,85,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2697.206079949
OSPREY,34.0,,0.124,380.22,105,,104.695943,14.695943,104.695943,14.695943,Casing Pressure,2692.8046232985
OSPREY,35.0,,0.114,357.2,81,,104.695943,14.695943,104.695943,14.695943,Casing Pressure,2677.81261386838
OSPREY,36.0,,0.117,367.99,70,,109.695943,14.695943,109.695943,14.695943,Casing Pressure,2663.01184117594
OSPREY,37.0,,0.108,338.42,64,,99.695943,14.695943,99.695943,14.695943,Casing Pressure,2655.4966607788
OSPREY,38.0,,0.11,340.51,63,,99.695943,14.695943,99.695943,14.695943,Casing Pressure,2651.51196826279
OSPREY,39.0,,0.114,349.73,62,,104.695943,14.695943,104.695943,14.695943,Casing Pressure,2651.14270174344
OSPREY,40.0,,0.068,219.03,32,,84.695943,14.695943,84.695943,14.695943,Casing Pressure,2637.66310188609
OSPREY,41.0,,0.014,126.09,25,,84.695943,14.695943,84.695943,14.695943,Casing Pressure,2692.07311669842
OSPREY,42.0,,0.177,540.74,92,,134.695943,14.695943,134.695943,14.695943,Casing Pressure,2628.22129120715
OSPREY,43.0,,0.174,469.96,60,,184.695943,14.695943,184.695943,14.695943,Casing Pressure,2684.43145353939
OSPREY,44.0,,0.11,329.23,51,,94.695943,14.695943,94.695943,14.695943,Casing Pressure,2626.75638064499
OSPREY,45.0,,0.098,291.09,52,,94.695943,14.695943,94.695943,14.695943,Casing Pressure,2649.71852741416
OSPREY,46.0,,0.109,314.63,55,,94.695943,14.695943,94.695943,14.695943,Casing Pressure,2638.63506607874
OSPREY,47.0,,0.102,243.21,48,,94.695943,14.695943,94.695943,14.695943,Casing Pressure,2653.0345662484
OSPREY,48.0,,0.088,241.01,43,,84.695943,14.695943,84.695943,14.695943,Casing Pressure,2640.77403216839
OSPREY,49.0,,0,38.38,1,,214.695943,14.695943,214.695943,14.695943,Casing Pressure,2696.18294851765
OSPREY,50.0,,0.04,125.16,22,,164.695943,14.695943,164.695943,14.695943,Casing Pressure,2751.42727648644
OSPREY,51.0,,0.222,549.71,78,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2521.37326185911
OSPREY,52.0,,0.1,352.18,43,,104.695943,14.695943,104.695943,14.695943,Casing Pressure,2630.08071908877
OSPREY,53.0,,0.039,48.84,2,,69.695943,14.695943,69.695943,14.695943,Casing Pressure,2496.54999989926
OSPREY,54.0,,0,206.86,0,,49.695943,14.695943,49.695943,14.695943,Casing Pressure,2528.26713417015
OSPREY,55.0,,0.083,343.83,43,,164.695943,14.695943,164.695943,14.695943,Casing Pressure,2708.81527779406
OSPREY,56.0,,0.116,354.27,32,,134.695943,14.695943,134.695943,14.695943,Casing Pressure,2637.91120021308
OSPREY,57.0,,0.102,301.28,32,,134.695943,14.695943,134.695943,14.695943,Casing Pressure,2656.21936151788
OSPREY,58.0,,0.094,281.73,26,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2626.91724699441
OSPREY,59.0,,0.079,241.13,23,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2637.18081339802
OSPREY,60.0,,0.088,261.23,27,,124.695943,14.695943,124.695943,14.695943,Casing Pressure,2649.70597167986
OSPREY,61.0,,0.079,243.69,23,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2636.65065298363
OSPREY,62.0,,0.081,248.88,25,,114.695943,14.695943,114.695943,14.695943,Casing Pressure,2639.56169979384
OSPREY,63.0,,0,0,0,,14.695943,14.695943,14.695943,14.695943,Casing Pressure,18.5521750687915
OSPREY,64.0,,0.0273333333333333,76.92,71,,94.695943,134.695943,94.695943,14.695943,Casing Pressure,2974.34957043917
OSPREY,65.0,,0.0273333333333333,76.92,71,,84.695943,134.695943,84.695943,14.695943,Casing Pressure,651.025966295672
OSPREY,66.0,,0.0273333333333333,76.92,71,,84.695943,134.695943,84.695943,14.695943,Casing Pressure,651.025966295672
OSPREY,67.0,,0.176,493.65,105,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,619.324704093354
OSPREY,68.0,,0.117,425.98,83,,89.695943,194.695943,89.695943,14.695943,Casing Pressure,630.684702750393
OSPREY,69.0,,0.144,412.29,57,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,622.195624894776
OSPREY,70.0,,0.138,386.49,65,,114.695943,234.695943,114.695943,14.695943,Casing Pressure,659.420683769631
OSPREY,71.0,,0.135,368.66,77,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,626.058521222003
OSPREY,72.0,,0.002,345.16,60,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,628.54005106125
OSPREY,73.0,,0.073,338.44,87,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,630.139421218769
OSPREY,74.0,,0.112,330.47,92,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,630.048929086762
OSPREY,75.0,,0.111,339.3,82,,54.695943,174.695943,54.695943,14.695943,Casing Pressure,593.661229024724
OSPREY,76.0,,0.102,292.15,64,,54.695943,174.695943,54.695943,14.695943,Casing Pressure,594.852993490438
OSPREY,77.0,,0,279.6,85,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,633.327359405078
OSPREY,78.0,,0,271.86,75,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,632.34569436474
OSPREY,79.0,,0.099,278.7,68,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,631.053454783124
OSPREY,80.0,,0.108,260.4,58,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,630.988941858898
OSPREY,81.0,,0.116,290.42,62,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,629.525530791829
OSPREY,82.0,,0.112,260.38,56,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,630.945618185504
OSPREY,83.0,,0.106,257.01,78,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,633.379950108134
OSPREY,84.0,,0.098,247.42,83,,89.695943,224.695943,89.695943,14.695943,Casing Pressure,640.513836969643
OSPREY,85.0,,0.097,244.75,85,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,635.099510555594
OSPREY,86.0,,0.103,246.45,72,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,633.503886271635
OSPREY,87.0,,0.106,239.42,72,,104.695943,234.695943,104.695943,14.695943,Casing Pressure,657.291156190346
OSPREY,88.0,,0.107,253.98,57,,84.695943,84.695943,84.695943,14.695943,Casing Pressure,631.314190367236
OSPREY,89.0,,0.108,238.71,52,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,632.066867642236
OSPREY,90.0,,0.025,26.74,7,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,641.269806482978
OSPREY,91.0,,0.067,245.3,28,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,627.193580204454
OSPREY,92.0,,0.101,335.5,7,,89.695943,214.695943,89.695943,14.695943,Casing Pressure,626.998430533872
OSPREY,93.0,,0.091,251.99,17,,89.695943,214.695943,89.695943,14.695943,Casing Pressure,631.321380970594
OSPREY,94.0,,0.081,213.52,127,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,641.778940832008
OSPREY,95.0,,0.136,241.22,47,,84.695943,134.695943,84.695943,14.695943,Casing Pressure,634.017240522643
OSPREY,96.0,,0.107,222.37,47,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,632.989183940869
OSPREY,97.0,,0.088,137.1,34,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,639.605536168425
OSPREY,98.0,,0.071,205.46,38,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,631.280797981077
OSPREY,99.0,,0.106,277.19,42,,84.695943,174.695943,84.695943,14.695943,Casing Pressure,627.99432727418
OSPREY,100.0,,0.11,232.47,40,,114.695943,194.695943,114.695943,14.695943,Casing Pressure,665.538449071847
OSPREY,101.0,,0.11,220.14,43,,134.695943,184.695943,134.695943,14.695943,Casing Pressure,690.001334682534
OSPREY,102.0,,0.115,221.84,38,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,632.883398633366
OSPREY,103.0,,0.122,216.95,37,,84.695943,204.695943,84.695943,14.695943,Casing Pressure,634.072810069148
OSPREY,104.0,,0.111,209.93,37,,84.695943,189.695943,84.695943,14.695943,Casing Pressure,633.563362622129
OSPREY,105.0,,0.106,208.59,34,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,632.605088715947
OSPREY,106.0,,0.123,240.4,38,,84.695943,234.695943,84.695943,14.695943,Casing Pressure,631.849294708766
OSPREY,107.0,,0.092,185.64,47,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,635.221237229406
OSPREY,108.0,,0.08,213.25,33,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,630.131608363174
OSPREY,109.0,,0.093,180.24,28,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,632.939085006383
OSPREY,110.0,,0.102,211.1,33,,84.695943,204.695943,84.695943,14.695943,Casing Pressure,631.595862236258
OSPREY,111.0,,0.092,190.29,28,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,631.572340289265
OSPREY,112.0,,0.101,201.11,32,,89.695943,214.695943,89.695943,14.695943,Casing Pressure,638.050919541899
OSPREY,113.0,,0.09,185.33,25,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,631.272166117837
OSPREY,114.0,,0.101,202.01,30,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,631.995635061695
OSPREY,115.0,,0.09,178.15,25,,84.695943,194.695943,84.695943,14.695943,Casing Pressure,632.108825403894
OSPREY,116.0,,0.099,212.85,32,,74.695943,74.695943,74.695943,14.695943,Casing Pressure,619.533890393331
OSPREY,117.0,,0.09,166.95,30,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,634.520589259553
OSPREY,118.0,,0.021,31.82,5,,84.695943,214.695943,84.695943,14.695943,Casing Pressure,635.648844344036
OSPREY,119.0,,0.045,181.9,10,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,625.12871157893
OSPREY,120.0,,0.079,225.28,20,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,627.08990159735
OSPREY,121.0,,0.076,166.4,22,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,630.950192424301
OSPREY,122.0,,0.07,198.58,20,,84.695943,184.695943,84.695943,14.695943,Casing Pressure,628.21139513964
OSPREY,123.0,,0.073,187.31,25,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,630.054738757289
OSPREY,124.0,,0.087,215.83,25,,99.695943,164.695943,99.695943,14.695943,Casing Pressure,646.025774988663
OSPREY,125.0,,0.08,191.61,23,,89.695943,164.695943,89.695943,14.695943,Casing Pressure,635.343040810265
OSPREY,126.0,,0.087,183.63,23,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,630.646278837275
OSPREY,127.0,,0.072,155.29,22,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,631.652350711809
OSPREY,128.0,,0.088,203.59,22,,94.695943,164.695943,94.695943,14.695943,Casing Pressure,640.38024592579
OSPREY,129.0,,0.082,170.16,22,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,631.161405261011
OSPREY,130.0,,0.069,171.99,18,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,629.323839823881
OSPREY,131.0,,0.065,168.6,18,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.364206706083
OSPREY,132.0,,0.067,175.23,20,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,629.502137219087
OSPREY,133.0,,0.06,146.85,15,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.81981585522
OSPREY,134.0,,0.059,178.21,20,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,628.901322117807
OSPREY,135.0,,0.058,146.86,20,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,631.097710889473
OSPREY,136.0,,0.058,196.92,23,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,628.368280160961
OSPREY,137.0,,0.061,160.19,15,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,628.938239977033
OSPREY,138.0,,0.067,170.3,15,,104.695943,164.695943,104.695943,14.695943,Casing Pressure,651.663744742034
OSPREY,139.0,,0.064,151.86,17,,94.695943,154.695943,94.695943,14.695943,Casing Pressure,641.755484424663
OSPREY,140.0,,0.076,180.3,18,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.058120644926
OSPREY,141.0,,0.056,148.52,15,,84.695943,174.695943,84.695943,14.695943,Casing Pressure,629.438541589991
OSPREY,142.0,,0.067,161.45,17,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.692520733408
OSPREY,143.0,,0.057,146.03,15,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.690328103637
OSPREY,144.0,,0.064,168.13,15,,89.695943,144.695943,89.695943,14.695943,Casing Pressure,634.348557859818
OSPREY,145.0,,0.059,163.57,20,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,629.883679868724
OSPREY,146.0,,0.076,184.39,17,,84.695943,144.695943,84.695943,14.695943,Casing Pressure,628.57819631148
OSPREY,147.0,,0.058,144.46,15,,94.695943,164.695943,94.695943,14.695943,Casing Pressure,641.387867210409
OSPREY,148.0,,0.071,170.22,17,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.277745980618
OSPREY,149.0,,0.06,98.6,38,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,641.893515061105
OSPREY,150.0,,0.062,180.25,0,,84.695943,144.695943,84.695943,14.695943,Casing Pressure,623.842946891127
OSPREY,151.0,,0.052,143.51,5,,104.695943,164.695943,104.695943,14.695943,Casing Pressure,649.370566382741
OSPREY,152.0,,0.071,190.48,16,,94.695943,134.695943,94.695943,14.695943,Casing Pressure,639.363768174836
OSPREY,153.0,,0.05,120.16,12,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,630.148209114764
OSPREY,154.0,,0.079,190.28,23,,84.695943,164.695943,84.695943,14.695943,Casing Pressure,629.624509897442
OSPREY,155.0,,0.046,105.92,8,,89.695943,144.695943,89.695943,14.695943,Casing Pressure,635.074406373296
OSPREY,156.0,,0.077,195.38,18,,94.695943,154.695943,94.695943,14.695943,Casing Pressure,639.744379486876
OSPREY,157.0,,0.06,131.42,10,,94.695943,144.695943,94.695943,14.695943,Casing Pressure,640.838935517004
OSPREY,158.0,,0.066,164.08,13,,84.695943,144.695943,84.695943,14.695943,Casing Pressure,628.417419610993
OSPREY,159.0,,0.059,114.83,13,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,631.504363804493
OSPREY,160.0,,0.07,162.7,13,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.690848712102
OSPREY,161.0,,0.07,160.32,15,,94.695943,154.695943,94.695943,14.695943,Casing Pressure,640.90754152252
OSPREY,162.0,,0.057,150.25,18,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,630.217593327263
OSPREY,163.0,,0.041,97.62,13,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,631.804996254365
OSPREY,164.0,,0.056,191.9,13,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,626.294649411327
OSPREY,165.0,,0.051,107.71,12,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,631.217063936365
OSPREY,166.0,,0.053,150.6,13,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,628.496821019777
OSPREY,167.0,,0.05,136.84,15,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,629.881791860927
OSPREY,168.0,,0.064,0,13,,94.695943,164.695943,94.695943,14.695943,Casing Pressure,741.973736137771
OSPREY,169.0,,0.071,124.75,13,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,632.518908035619
OSPREY,170.0,,0.073,0,13,,89.695943,114.695943,89.695943,14.695943,Casing Pressure,722.872651035043
OSPREY,171.0,,0.056,131.92,13,,84.695943,154.695943,84.695943,14.695943,Casing Pressure,630.073682646504
OSPREY,172.0,,0.069,166.88,13,,14.695943,14.695943,14.695943,14.695943,Casing Pressure,548.466182674886
OSPREY,173.0,,0.044,98.52,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,631.547889493226
OSPREY,174.0,,0.012,30.04,2,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,629.766409496869
OSPREY,175.0,,0.032,130.16,45,,89.695943,114.695943,89.695943,14.695943,Casing Pressure,642.247535283413
OSPREY,176.0,,0.057,178.64,8,,89.695943,114.695943,89.695943,14.695943,Casing Pressure,631.529774747938
OSPREY,177.0,,0.049,146.87,10,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,627.517704894614
OSPREY,178.0,,0.049,145.19,8,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,626.994670069232
OSPREY,179.0,,0.049,140.18,10,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,627.966993283777
OSPREY,180.0,,0.053,152.69,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.065569187935
OSPREY,181.0,,0.038,103.46,7,,89.695943,124.695943,89.695943,14.695943,Casing Pressure,634.058441076695
OSPREY,182.0,,0.055,163.57,10,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,626.975408779331
OSPREY,183.0,,0.04,116.82,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,629.495845623263
OSPREY,184.0,,0.052,154.36,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,627.879520387608
OSPREY,185.0,,0.04,113.53,8,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.185493930583
OSPREY,186.0,,0.056,159.78,12,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,627.830118209504
OSPREY,187.0,,0.049,131.51,12,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,623.497563270852
OSPREY,188.0,,0.047,143.51,12,,84.695943,134.695943,84.695943,14.695943,Casing Pressure,628.182344675049
OSPREY,189.0,,0.048,106.8,8,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,629.40366972568
OSPREY,190.0,,0.05,126.06,8,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.259095385259
OSPREY,191.0,,0.049,138.13,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.755155899765
OSPREY,192.0,,0.043,118.49,8,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.142048530384
OSPREY,193.0,,0.049,130.22,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,629.340985373365
OSPREY,194.0,,0.053,141.85,12,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.810745302592
OSPREY,195.0,,0.044,115.15,12,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,630.042675114253
OSPREY,196.0,,0.05,135.23,8,,99.695943,114.695943,99.695943,14.695943,Casing Pressure,644.971445578442
OSPREY,197.0,,0.048,115.52,8,,84.695943,124.695943,84.695943,14.695943,Casing Pressure,628.783005824133
OSPREY,198.0,,0.048,131.01,10,,84.695943,134.695943,84.695943,14.695943,Casing Pressure,628.50999972607
OSPREY,199.0,,0.049,125.18,10,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.979249328623
OSPREY,200.0,,0.045,123.4,10,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.756928636583
OSPREY,201.0,,0.05,125.69,10,,99.695943,114.695943,99.695943,14.695943,Casing Pressure,646.29731452896
OSPREY,202.0,,0.056,150.61,12,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.9208547847
OSPREY,203.0,,0.046,116.89,10,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,623.563231798194
OSPREY,204.0,,0.048,114.72,7,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,622.674008721661
OSPREY,205.0,,0.05,122.23,12,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,618.487970992398
OSPREY,206.0,,0.045,126.9,12,,84.695943,104.695943,84.695943,14.695943,Casing Pressure,629.227340765486
OSPREY,207.0,,0.05,154.94,12,,79.695943,104.695943,79.695943,14.695943,Casing Pressure,621.930166941518
OSPREY,208.0,,0.037,98.45,7,,84.695943,114.695943,84.695943,14.695943,Casing Pressure,628.608049812725
OSPREY,209.0,,0.047,120.14,8,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.893232730658
OSPREY,210.0,,0.057,125.19,12,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,618.738839366807
OSPREY,211.0,,0.043,111.8,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.844589148259
OSPREY,212.0,,0.05,130.91,12,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,617.87359423515
OSPREY,213.0,,0.036,90.09,3,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,621.374151277871
OSPREY,214.0,,0.045,116.82,9,,79.695943,114.695943,79.695943,14.695943,Casing Pressure,623.090586011013
OSPREY,215.0,,0.039,110.14,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.416251222266
OSPREY,216.0,,0.045,108.48,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,617.109265197128
OSPREY,217.0,,0.041,110.27,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.617417896623
OSPREY,218.0,,0.045,120.86,8,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.674460695016
OSPREY,219.0,,0.035,106.92,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.287734700172
OSPREY,220.0,,0.037,118.07,5,,74.695943,104.695943,74.695943,14.695943,Casing Pressure,614.799368018127
OSPREY,221.0,,0.04,119.39,17,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,619.574687000536
OSPREY,222.0,,0.037,114.74,0,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,612.823084278956
OSPREY,223.0,,0.037,111.81,10,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,617.291724889729
OSPREY,224.0,,0.039,127.29,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,614.49512776442
OSPREY,225.0,,0.035,105.13,3,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,614.482202400698
OSPREY,226.0,,0.042,133.57,12,,74.695943,74.695943,74.695943,14.695943,Casing Pressure,616.9194555123
OSPREY,227.0,,0.032,95.67,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.716506989977
OSPREY,228.0,,0.01,17.11,1,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,620.188608936209
OSPREY,229.0,,0.031,125.15,0,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,611.412891374704
OSPREY,230.0,,0.037,120.15,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.469029379512
OSPREY,231.0,,0.037,128.17,3,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,613.4129330361191
OSPREY,232.0,,0.034,118.48,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,614.358728015195
OSPREY,233.0,,0.036,118.49,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.451808675474
OSPREY,234.0,,0.04,125.99,8,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.830100143807
OSPREY,235.0,,0.034,105.66,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.242902582402
OSPREY,236.0,,0.038,25.04,7,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,634.867737236126
OSPREY,237.0,,0.03,96.79,5,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,615.33044910225
OSPREY,238.0,,0.034,118.58,10,,74.695943,114.695943,74.695943,14.695943,Casing Pressure,616.332461388944
